Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
1,4066513,1381009,492895,-8614955,-290531,0,2965068,0
2,5971931,0,0,-3015757,-494619,0,-2461555,0
3,3847915,0,0,-709098,-315397,0,-2823421,0
4,4629442,0,0,-947483,-401325,0,-3280635,0
5,4771590,0,0,-1235589,-620132,0,-2915869,0
6,16933489,22712,189889,-13214473,-2706594,0,-1225023,0
7,6318744,1762959,3310902,-13794820,-603505,0,3005720,0
8,5365874,3819135,4745986,-14967983,-405690,0,1442678,0
9,5838298,5903662,7329641,-18573134,-389167,0,-109299,0
10,4285536,3867859,11529496,-22508103,-315870,0,3141082,0
11,1465048,1619622,10719046,-15633048,-103474,0,1932805,0
12,372378,1435289,2279207,-10087288,-50083,0,6050497,0
13,3438474,1103097,467635,-7064745,-268643,0,2324180,0
14,13615465,0,0,-2254642,-1380290,0,-9980533,0
15,10055835,0,0,-699281,-2059292,0,-7297262,0
16,9275055,0,0,-953252,-2481253,0,-5840550,0
17,662721,0,0,-1272687,-185622,0,795588,0
18,7735621,115386,626201,-11965595,-962286,0,4450673,0
19,6684325,2537483,4340586,-17195901,-481496,0,4115003,0
20,2337380,6112702,7633606,-20088483,-128942,0,4133737,0
21,12947687,5104280,7992174,-24617543,-818003,0,-608595,0
22,1389836,4373037,11729418,-21472774,-73206,0,4053690,0
23,0,1105998,13032769,-16651461,-92507,0,2605202,0
24,858482,2609750,1958547,-10598579,-156479,0,5328279,0
25,12384493,1193716,377482,-9418876,-1160904,0,-3375911,0
26,5827405,0,0,-3301064,-572351,0,-1953990,0
27,22447534,0,0,-739706,-4704708,0,-17003121,0
28,26584368,0,0,-741598,-13024640,0,-12818131,0
29,874791,0,0,-1029658,-441434,0,596301,0
30,9874164,30612,200698,-12034094,-888358,0,2816978,0
31,9819852,725772,1571210,-15259190,-880967,0,4023322,0
32,19484765,4531897,5653053,-22170027,-1922710,0,-5576978,0
33,4549767,7526038,9342143,-27449134,-1271552,0,7302738,0
34,0,8397323,9897364,-24571552,-544551,0,6821416,0
35,4894143,4991415,8551136,-20312313,-764059,0,2639679,0
36,1182363,3677422,1775006,-14702963,-234827,0,8303000,0
37,3719191,1160432,366956,-9563098,-411633,0,4728152,0
38,3452041,0,0,-1800083,-257174,0,-1394785,0
39,12999486,0,0,-717291,-1820797,0,-10461398,0
40,10455993,0,0,-715057,-3428076,0,-6312861,0
41,265088,0,0,-1017380,-81025,0,833317,0
42,3216089,129333,660246,-13131445,-192045,0,9317822,0
43,1114022,2646147,4552499,-14244095,-57030,0,5988458,0
44,7945150,5674028,7108240,-20028482,-483227,0,-215709,0
45,0,6920333,10696782,-19853952,-2199,0,2239036,0
