"kstp","kper","storage_in","constant_head_in","wells_in","drno_drains_in","recharge_in","et_segments_in","stream_leakage_in","total_in","storage_out","constant_head_out","wells_out","drno_drains_out","recharge_out","et_segments_out","stream_leakage_out","total_out","difference","discrepancy"
31,1,11166781,0,2284088.75,0,218182.4062,0,12374901,26043952,5878739.5,0,520948.0312,265916.5938,0,188446.4375,19210474,26064524,-20572,-0.08
30,2,3912148,0,2210408.75,0,355426.9688,0,15406015,21884000,4124410.5,0,0,253736.0624,0,18766.6563,17491246,21888160,-4160,0.03
31,3,13150904,0,4568184.25,0,446084.7187,0,30010741,48175912,9071075.5,0,520948.0312,518067.0626,0,188506.2812,37900670,48199264,-23352,-0.07
31,4,5203830,0,4494499.75,0,651063.9063,0,36802387,47151784,7584320.5,0,0,487151.9374,0,18871.375,39065418,47155760,-3976,0.04
28,5,14673850,0,6631224.25,0,942832.7187,0,52891805,75139704,13337179.5,0,520948.0312,720583.6876,0,188715.7812,60428366,75195792,-56088,-0.09
31,6,7123206,0,6778579.75,0,3264681.7813,0,64999587,82166056,13591982.5,0,218729.9063,717632.8124,0,19222.3282,67722226,82269792,-103736,-0.01
30,7,17384574,0,9869004.25,0,1281637.7187,0,77641357,106176568,14809265.5,0,4084921.0937,955629.3126,0,190167.0312,86203646,106243632,-67064,-0.08
31,8,8791898,0,10124285.75,0,3584214.2813,0,94497171,116997576,16246166.5,0,4978313.9063,966316.8124,0,42211.9219,94862978,117095984,-98408,0.01
30,9,24812334,0,10382784.25,0,2144737.7187,0,100327709,137667560,15036715.5,0,11337368.0937,1192241.4376,0,249988.0156,109953486,137769808,-102248,-0.09
31,10,21700682,0,10655191.75,0,5136136.2813,0,105530211,143022232,16342880.5,0,17531095.9063,1170967.8124,0,107217.3594,108059730,143211888,-189656,-0.01
31,11,36478434,0,10382784.25,0,3095724.7187,0,106929789,156886728,15064187.5,0,23099952.0937,1228068.4376,0,501984.4531,117104478,156998672,-111944,-0.09
30,12,26595934,0,10655191.75,0,5775166.2813,0,110884675,153910968,18655128.5,0,19951247.9063,1196473.3124,0,292795.7344,114001970,154097616,-186648,-0.01
31,13,39164242,0,12666864.25,0,3483565.7187,0,114157821,169472488,19641523.5,0,23606240.0937,1306074.4376,0,578908.2656,124452894,169585648,-113160,-0.08
30,14,27889106,0,12865591.75,0,7382836.2813,0,123756643,171894168,25807016.5,0,19951247.9063,1330428.5624,0,306081.4219,124687938,172082704,-188536,-0.01
31,15,39743902,0,14950944.25,0,6380980.7187,0,135699677,196775528,30249971.5,0,23606240.0937,1471212.4376,0,578964.8906,140991886,196898288,-122760,-0.07
31,16,28026714,0,15149671.75,0,10535101.2813,0,145699875,199411352,31405584.5,0,19951247.9063,1510066.3124,0,306180.7969,146422514,199595568,-184216,-0.01
29,17,40529318,0,17087664.25,0,6520992.7187,0,163150461,227288456,36769743.5,0,23606240.0937,1652420.1876,0,579205.6406,164811182,227418832,-130376,-0.06
31,18,29356002,0,17433751.75,0,11243947.2813,0,174180227,232213912,34074408.5,0,20448679.9063,1719294.3124,0,306572.8594,175934898,232483824,-269912,-0.03
30,19,43601206,0,20325504.25,0,6877812.7187,0,196926493,267731048,41749215.5,0,28363092.0937,1867136.9376,0,591484.8906,195370670,267941616,-210568,-0.07
