Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
212,5722405,6155866,7082512,-18263964,-360846,0,-335973,0
213,775659,8555568,9843442,-18264672,-1155587,0,245590,0
214,0,6951306,12512003,-19587888,-1743805,0,1868385,0
215,0,2082766,12931107,-16281349,-931049,0,2198525,0
216,0,1485818,2649645,-10802977,-628009,0,7295523,0
217,2609839,1314052,408465,-6718016,-356227,0,2741888,0
218,10487240,0,0,-3578941,-1047384,0,-5860915,0
219,7545058,0,0,-962176,-1450481,0,-5132401,0
220,5740828,0,0,-1251987,-1480416,0,-3008425,0
221,21909486,0,0,-1478031,-10019823,0,-10411632,0
222,8183859,12861,79489,-9729768,-2843362,0,4296921,0
223,1156192,2896539,4205934,-15279204,-79982,0,7100522,0
224,13803202,6414940,7380584,-22181211,-2312134,0,-3105380,0
225,10785656,6644787,7645030,-21771141,-3325962,0,21630,0
226,0,3575540,14570773,-20305291,-1652689,0,3811668,0
227,1037759,1573442,12803254,-15558275,-994594,0,1138414,0
228,202791,1268276,2936179,-11252284,-665653,0,7510691,0
229,8602192,1154394,384426,-9991220,-1567488,0,1417696,0
230,8556114,0,0,-3473265,-642753,0,-4440096,0
231,7281414,0,0,-965679,-1116661,0,-5199074,0
232,25942097,0,0,-999744,-11617677,0,-13324676,0
233,17659970,0,0,-1767951,-12703432,0,-3188587,0
234,9075931,0,0,-10994043,-1712121,0,3630233,0
235,15729640,13808,29286,-14179304,-2499995,0,906566,0
236,4222122,2772221,3217483,-18773035,-195616,0,8756825,0
237,2422703,7571728,8711504,-19704752,-234498,0,1233315,0
238,1426371,9854350,11785981,-21102928,-2382492,0,418718,0
239,0,3966312,11967479,-17397242,-1214965,0,2678416,0
240,4380400,2724826,1925380,-14166404,-1121519,0,6257317,0
241,30436565,1505177,447623,-8460402,-9740029,0,-14188934,0
242,8512003,0,0,-2866141,-2853442,0,-2792419,0
243,29362397,0,0,-1000220,-21486761,0,-6875415,0
244,5626776,0,0,-1242869,-4295270,0,-88638,0
245,11230782,0,0,-1422047,-8816937,0,-991798,0
246,26458534,0,0,-8650829,-17782871,0,-24834,0
247,3121613,31127,39078,-12882103,-156252,0,9846537,0
248,10159962,2762788,3005042,-16707502,-729016,0,1508726,0
249,7058115,6460243,7414808,-21046876,-750951,0,864662,0
250,2026901,7452235,8553377,-17584480,-1870618,0,1422586,0
251,953280,6017811,9096284,-15781057,-1598323,0,1312006,0
252,275050,3668706,2356600,-14805306,-1112667,0,9617617,0
253,6515048,814759,242833,-8630584,-1096165,0,2154108,0
254,5373219,0,0,-2687369,-410555,0,-2275295,0
255,4368965,0,0,-1020726,-364323,0,-2983916,0
256,22015796,0,0,-1165092,-7783266,0,-13067438,0
257,7643243,0,0,-2001856,-2548501,0,-3092886,0
258,26207182,0,0,-9251310,-12278920,0,-4676953,0
259,9420633,2000,7878,-14971452,-2743875,0,8284817,0
260,1566152,4747496,5411941,-19977756,-75205,0,8327372,0
261,3236704,6940948,7966543,-16871256,-348057,0,-924882,0
262,473234,6134306,10237875,-16929933,-1309680,0,1394198,0
263,0,1896506,11755308,-15120862,-713490,0,2182538,0
264,0,1327303,2588529,-10406469,-537351,0,7027988,0
265,4104420,1469177,553002,-6918495,-509195,0,1301090,0
266,21749833,0,0,-3148876,-5329476,0,-13271481,0
267,42165816,0,0,-1566600,-26429852,0,-14169365,0
268,10321008,0,0,-1377832,-8312640,0,-630536,0
269,2543407,0,0,-1796854,-1527689,0,781137,0
270,7929942,0,0,-11893820,-696050,0,4659928,0
271,4537551,655161,606400,-16092860,-319136,0,10612885,0
272,10391819,6279547,7229427,-20283082,-950105,0,-2667605,0
273,1142727,6650956,9867005,-18122373,-1187818,0,1649504,0
274,8806442,2760889,12359177,-21097819,-2469612,0,-359077,0
275,2466918,1316578,10311027,-15264428,-916509,0,2086413,0
276,9038497,1558106,1736075,-11148144,-1799655,0,615121,0
277,830657,1579269,482299,-10198307,-214526,0,7520607,0
278,2605596,0,0,-2587823,-206146,0,188374,0
279,3357496,0,0,-1154032,-262083,0,-1941381,0
280,9409530,0,0,-1452501,-1204509,0,-6752520,0
281,20517177,0,0,-1626001,-6524844,0,-12366332,0
282,20019887,0,0,-11720824,-8019330,0,-279734,0
283,1301075,1290109,1628089,-15845835,-66102,0,11692665,0
284,3609679,5995402,7926888,-18517012,-285646,0,1270688,0
285,1754142,3258152,11956569,-18614874,-663675,0,2309687,0
286,1155908,1126823,13828052,-16265669,-730380,0,885266,0
287,1551351,813865,11979842,-13738176,-917120,0,310239,0
288,11477967,1031036,2526738,-11913123,-2568261,0,-554357,0
289,16264420,1509188,609598,-10428909,-3432966,0,-4521331,0
290,11988701,0,0,-3166124,-4077486,0,-4745091,0
291,25719979,0,0,-897167,-16466492,0,-8356321,0
292,6489672,0,0,-1618558,-4722806,0,-148308,0
293,43825341,0,0,-2188197,-40394000,0,-1243144,0
294,4859104,0,0,-12256340,-331030,0,7728266,0
295,2453973,2003574,2145860,-14480707,-170707,0,8048007,0
296,9461064,5790628,6824045,-19514734,-732619,0,-1828383,0
297,2412604,5658793,10606339,-19317791,-1005957,0,1646012,0
298,3261284,1837621,11759086,-17660112,-975013,0,1777133,0
299,1597553,1104378,10882320,-13589533,-808122,0,813404,0
300,314326,1081220,2337927,-9307031,-529959,0,6103517,0
301,2661520,1103959,704268,-7100094,-377228,0,3007574,0
302,4558693,0,0,-2789364,-352375,0,-1416954,0
303,41828780,0,0,-672235,-17624336,0,-23532209,0
304,42330988,0,0,-819177,-37695853,0,-3815957,0
305,9149336,0,0,-1458207,-7599043,0,-92086,0
306,29768289,0,0,-10885839,-23204031,0,4321581,0
307,7533512,369214,254117,-19034310,-530841,0,11408308,0
308,6124661,6442910,7381770,-19966874,-412915,0,430448,0
309,2190142,8390613,9613293,-19014885,-1053471,0,-125692,0
310,0,5929415,12114257,-19043712,-1454854,0,2454894,0
311,0,2020350,12408707,-15556724,-802936,0,1930603,0
312,0,1646360,2260034,-9755508,-556275,0,6405389,0
313,40429130,1181752,353538,-6844742,-14348461,0,-20771217,0
314,11164614,0,0,-3431416,-5239874,0,-2493323,0
315,20064140,0,0,-515096,-16472314,0,-3076730,0
316,37395714,0,0,-593962,-36487121,0,-314631,0
317,37867896,0,0,-1464740,-36287443,0,-115712,0
318,11660911,0,0,-10301566,-2356724,0,997379,0
319,11349354,1406,7051,-16174604,-1580063,0,6396856,0
320,3030839,4805502,5424852,-22187341,-218370,0,9144518,0
321,2612140,8243848,9434850,-19242424,-517357,0,-531058,0
322,0,8763930,11775939,-19724067,-1982723,0,1166921,0
323,3609679,4292445,9129627,-16677548,-1426106,0,1071904,0
324,801024,3051281,1366909,-10156922,-554701,0,5492410,0
325,1844315,1777641,531807,-7551080,-447737,0,3845054,0
326,14003986,0,0,-2693205,-2149626,0,-9161156,0
327,3762448,0,0,-617411,-1155178,0,-1989859,0
328,10275035,0,0,-887402,-4228772,0,-5158862,0
329,2674408,0,0,-1740779,-704418,0,-229212,0
330,11845404,105305,659904,-11608752,-1851976,0,850114,0
331,11746338,2610449,3897811,-16030905,-1322255,0,-901438,0
332,13858377,5638740,6453377,-22342724,-3662086,0,54316,0
333,301869,6663691,10870940,-20722335,-1886059,0,4771894,0
