               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
   1          4579574.85                0.00          3157192.20          1721197.53                0.00                0.00
   2           997283.30                0.00           802077.33          2169064.65                0.00                0.00
   3                0.00                0.00                0.00          1521758.54                0.00                0.00
   4                0.00                0.00                0.00          1599621.87                0.00                0.00
   5                0.00                0.00                0.00          1677235.23                0.00                0.00
   6          5033201.08                0.00          4916222.19          5580575.95                0.00                0.00
   7          5313642.42                0.00          4904657.37          2542423.48                0.00                0.00
   8          5741856.65                0.00          4895425.65          2047057.98                0.00                0.00
   9          8157903.82                0.00          6584281.77          2037657.64                0.00                0.00
  10         11264981.00                0.00          8821501.58          1480399.54                0.00                0.00
  11          9530794.01                0.00          5773506.53           531882.57                0.00                0.00
  12          6794788.20                0.00          3413446.88           135191.12                0.00                0.00
  13          4103223.13                0.00          2919400.46          1146346.66                0.00                0.00
  14           752295.30                0.00           563006.72          1609925.60                0.00                0.00
  15                0.00                0.00                0.00          1546493.47                0.00                0.00
  16                0.00                0.00                0.00          2092321.96                0.00                0.00
  17                0.00                0.00                0.00          2818955.57                0.00                0.00
  18          4575636.53                0.00          4469477.47          5087695.58                0.00                0.00
  19          6642053.90                0.00          6088937.95          2338436.96                0.00                0.00
  20          8195890.06                0.00          6596336.82           923247.14                0.00                0.00
  21         10360626.03                0.00          8713735.02          4520814.83                0.00                0.00
  22         11184022.78                0.00          8358696.89           518456.66                0.00                0.00
  23         10724458.04                0.00          5270430.89                0.00                0.00                0.00
  24          7207878.24                0.00          4328778.46           311669.84                0.00                0.00
  25          4352498.91                0.00          3816232.71          2659654.10                0.00                0.00
  26          1033208.66                0.00          1009279.04          2501996.45                0.00                0.00
  27                0.00                0.00                0.00          1611124.60                0.00                0.00
  28                0.00                0.00                0.00          1613816.50                0.00                0.00
  29                0.00                0.00                0.00          2281554.64                0.00                0.00
  30          4575636.53                0.00          4469792.54          5205506.00                0.00                0.00
  31          5756446.83                0.00          5583813.14          6194699.85                0.00                0.00
  32          8236145.75                0.00          7395654.15          6163856.65                0.00                0.00
  33         10586246.22                0.00          8831773.10          4432526.18                0.00                0.00
  34         10405223.86                0.00          7837414.70                0.00                0.00                0.00
  35          9633248.29                0.00          7632525.53          1707398.86                0.00                0.00
  36          7619621.50                0.00          5709883.18           418953.44                0.00                0.00
  37          4629053.05                0.00          3534896.79          1284989.89                0.00                0.00
  38           920642.27                0.00           560255.26           650400.18                0.00                0.00
  39                0.00                0.00                0.00          1575823.19                0.00                0.00
  40                0.00                0.00                0.00          1571646.32                0.00                0.00
  41                0.00                0.00                0.00          2261367.87                0.00                0.00
  42          5033201.08                0.00          4896973.27          3730416.91                0.00                0.00
  43          6024736.62                0.00          4998847.85           404290.84                0.00                0.00
  44          8486967.81                0.00          6972964.10          2770876.43                0.00                0.00
  45          9979335.19                0.00          7582947.75                0.00                0.00                0.00
  46         12786854.63                0.00          7217368.88                0.00                0.00                0.00
  47         10311011.67                0.00          4153348.30                0.00                0.00                0.00
  48          7406191.95                0.00          3382517.73           370740.08                0.00                0.00
  49          2941079.44                0.00          2334348.00            51955.61                0.00                0.00
  50           826566.60                0.00           807511.92          2111287.53                0.00                0.00
  51                0.00                0.00                0.00          1575021.71                0.00                0.00
  52                0.00                0.00                0.00          1118359.12                0.00                0.00
  53                0.00                0.00                0.00          3604452.20                0.00                0.00
  54          3660509.22                0.00          3575968.49          4299628.68                0.00                0.00
  55          5756446.83                0.00          5623387.70          6618636.56                0.00                0.00
  56          8693710.31                0.00          7970691.53          8643896.49                0.00                0.00
  57         10130283.89                0.00          8079692.74          4746907.13                0.00                0.00
  58         10877106.63                0.00          8578734.12          3030025.77                0.00                0.00
  59         10403278.20                0.00          7828387.27                0.00                0.00                0.00
