Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
320,3030839,5568875,6382157,-24985456,-218385,0,10221971,0
321,2612140,9522366,10938185,-25164700,-577369,0,2669378,0
322,0,7520665,13450890,-23442700,-1842785,0,4313930,0
323,3609679,1292697,11367497,-17018402,-1127420,0,1875949,0
324,801024,602360,2557789,-9354135,-568602,0,5961564,0
325,1844315,1154748,833339,-7359516,-375825,0,3902938,0
326,14003986,0,0,-2560773,-1845096,0,-9598117,0
327,3762448,0,0,-464544,-806042,0,-2491862,0
328,10275035,0,0,-678426,-2507477,0,-7089132,0
329,2674408,0,0,-1313274,-690034,0,-671100,0
330,11845404,48114,328552,-11457509,-1511623,0,747061,0
331,11746338,2804067,3302777,-16065861,-1117962,0,-669359,0
332,13858377,6515454,7502551,-23654970,-4003770,0,-217644,0
333,301869,1252676,15728532,-24444801,-1265805,0,8427529,0
334,1460095,0,15647302,-16867430,-1255509,0,1015542,0
335,0,0,13265177,-12781804,-964055,0,480682,0
336,0,13331,3304566,-9250561,-644381,0,6577045,0
337,2908612,116401,678078,-6410749,-415217,0,3122876,0
338,16401213,0,0,-1664675,-2250596,0,-12485942,0
339,17127778,0,0,-482909,-5139964,0,-11504905,0
340,11660808,0,0,-743953,-5499787,0,-5417068,0
341,31111816,0,0,-978944,-24371950,0,-5760922,0
342,6448462,0,0,-11184629,-770792,0,5506959,0
343,7882492,268604,196847,-16346879,-857820,0,8856757,0
344,7886695,6626006,7571599,-22801030,-528703,0,1245433,0
345,0,10701693,12335403,-26402067,-1118328,0,4483300,0
346,0,4342536,13555803,-21889756,-1283960,0,5275377,0
347,7264308,217089,11815112,-17173796,-1951472,0,-171240,0
348,6148836,177288,2585881,-10974501,-1456781,0,3519277,0
349,2729183,556012,963803,-8031999,-506074,0,4289075,0
350,2904158,0,0,-1645023,-251134,0,-1008001,0
351,15244065,0,0,-521670,-2670298,0,-12052097,0
352,15933425,0,0,-650847,-5076170,0,-10206407,0
353,283413,0,0,-1505948,-88028,0,1310562,0
354,2168073,94139,540883,-12112226,-160276,0,9469407,0
355,1177071,4416174,6573221,-18472146,-64651,0,6370331,0
356,8195330,6736803,7763823,-18205108,-725248,0,-3765601,0
357,4752126,4398646,12499849,-22582347,-1077417,0,2009143,0
358,2909254,128828,16035566,-19728983,-1051052,0,1706386,0
359,534845,0,13438069,-13551725,-991219,0,570030,0
360,0,0,3232084,-8826351,-630247,0,6224514,0
361,0,0,1183685,-5411220,-230815,0,4458350,0
362,11367729,0,0,-1998870,-957686,0,-8411173,0
363,15558372,0,0,-415797,-3803014,0,-11339560,0
364,11646816,0,0,-624697,-3611059,0,-7411061,0
365,15986196,0,0,-1191099,-8684624,0,-6110473,0
366,9670251,17368,212181,-13911730,-3103048,0,7114979,0
367,1215422,3724889,4817687,-19329258,-73903,0,9645163,0
368,849897,7924994,10793980,-23490158,-54650,0,3975937,0
369,3659122,386943,15079558,-21968055,-554867,0,3397300,0
370,0,0,16432396,-16009994,-761311,0,338909,0
371,3646518,0,10235662,-13620682,-1162602,0,901104,0
372,9361113,12187,410351,-11531146,-1020730,0,2768225,0
373,14670671,628418,169110,-7447404,-1342821,0,-6677974,0
374,6118191,0,0,-2273356,-852880,0,-2991955,0
375,27661013,0,0,-402466,-10024929,0,-17233617,0
376,11178977,0,0,-830027,-7864120,0,-2484830,0
377,3106930,0,0,-1401296,-1947598,0,241964,0
378,5951578,2736,102428,-13663877,-635307,0,8242442,0
379,7108643,2131447,2390095,-16280645,-567875,0,5218335,0
380,4815593,7066083,7200485,-21878029,-397302,0,3193170,0
381,8312436,4770787,9389949,-24886330,-1877050,0,4290208,0
382,2025260,832457,9071985,-20691707,-240150,0,9002155,0
383,988844,25473,6110391,-12960204,-159031,0,5994528,0
384,878538,47514,1258210,-5723769,-118495,0,3658001,0
385,875580,0,386091,-3472582,-53668,0,2264578,0
386,8782334,0,0,-2550418,-709555,0,-5522361,0
387,33791667,0,0,-304762,-7058183,0,-26428722,0
388,22613174,0,0,-784195,-13767203,0,-8061776,0
389,11851133,0,0,-1292118,-7878992,0,-2680022,0
390,19149931,0,0,-8495921,-11638089,0,984080,0
391,3008391,1147573,1286188,-17619873,-164609,0,12342331,0
392,6649291,6986275,8412772,-23811860,-459997,0,2223519,0
393,4678892,8148634,9760791,-24140912,-1159398,0,2711993,0
394,0,6583043,13506137,-23791117,-1353947,0,5055883,0
395,2557434,377931,11380958,-15129155,-975462,0,1788293,0
396,4899741,470084,2519201,-10582416,-1311566,0,4004956,0
397,1978258,1025681,543883,-7263055,-273582,0,3988814,0
