Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
244,5626776,0,0,-936590,-3709853,0,-980334,0
245,11230782,0,0,-1076545,-7743397,0,-2410840,0
246,26458534,0,0,-8467095,-15594120,0,-2397320,0
247,3121613,34658,45735,-12918875,-156252,0,9873121,0
248,10159962,3347128,3775701,-18443338,-721498,0,1882045,0
249,7058115,7445886,8514002,-23814837,-884890,0,1681724,0
250,2026901,7751010,5495512,-21149882,-2043508,0,7919967,0
251,953280,5645106,2478080,-17597788,-1791625,0,10312948,0
252,275050,3746351,2902547,-12848722,-1277643,0,7202416,0
253,6515048,922979,285619,-7926458,-1220313,0,1423125,0
254,5373219,0,0,-2168370,-409340,0,-2795510,0
255,4368965,0,0,-779542,-361961,0,-3227461,0
256,22015796,0,0,-879804,-6860718,0,-14275274,0
257,7643243,0,0,-1513126,-2807376,0,-3322741,0
258,26207182,0,0,-9187188,-8671298,0,-8348697,0
259,9420633,3244567,4330833,-15077885,-3030383,0,1112235,0
260,1566152,7992163,9222400,-23133327,-2183840,0,6536452,0
261,3236704,8015644,9244027,-21861347,-2660216,0,4025188,0
262,473234,6399949,6849446,-19818635,-1947901,0,8043906,0
263,0,1917688,3958741,-16089646,-1074399,0,11287616,0
264,0,1334628,3073331,-6607324,-689928,0,2889293,0
265,4104420,1628136,651859,-5315424,-537851,0,-531139,0
266,21749833,0,0,-2861103,-4075747,0,-14812983,0
267,42165816,0,0,-1202618,-19702760,0,-21260438,0
268,10321008,0,0,-1043898,-7105245,0,-2171864,0
269,2543407,0,0,-1350280,-1433445,0,240319,0
270,7929942,4325,64389,-11657079,-870140,0,4528563,0
271,4537551,2100661,2674314,-16366489,-421749,0,7475712,0
272,10391819,7270989,8412563,-22635895,-1561757,0,-1877719,0
273,1142727,7637572,11464636,-24344725,-1952000,0,6051791,0
274,8806442,2797411,8602500,-23582004,-2992286,0,6367938,0
275,2466918,1329377,3548397,-15593406,-1026826,0,9275541,0
276,9038497,1588052,2107144,-10245041,-2271225,0,-217428,0
277,830657,1754364,569493,-9081910,-249157,0,6176552,0
278,2605596,0,0,-1794914,-206112,0,-604570,0
279,3357496,0,0,-867659,-261924,0,-2227913,0
280,9409530,0,0,-1097997,-1243246,0,-7068288,0
281,20517177,0,0,-1240626,-5996951,0,-13279601,0
282,20019887,26377,132356,-11569506,-5102199,0,-3506916,0
283,1301075,3471585,5262970,-16002461,-66539,0,6033371,0
284,3609679,6802424,9241983,-22225391,-740543,0,3311848,0
285,1754142,3313976,14227135,-22411673,-1113061,0,4229482,0
286,1155908,1126823,9862170,-17542824,-1081181,0,6479103,0
287,1551351,813865,4236511,-11873809,-1020356,0,6292438,0
288,11477967,1068884,2981145,-7530179,-2888037,0,-5109780,0
289,16264420,1680809,714839,-9934241,-3012185,0,-5713642,0
290,11988701,0,0,-3004862,-2542247,0,-6441592,0
291,25719979,0,0,-686635,-10944117,0,-14089227,0
292,6489672,0,0,-1217203,-3596867,0,-1675602,0
293,43825341,0,0,-1650584,-34355289,0,-7819468,0
294,4859104,0,672,-12124361,-521864,0,7786449,0
295,2453973,2432157,2571267,-16037909,-224739,0,8805251,0
296,9461064,6504380,7944659,-22420122,-821878,0,-668102,0
297,2412604,6199247,12525113,-25250706,-1213034,0,5326776,0
298,3261284,1872640,8242041,-19388653,-1002862,0,7015550,0
299,1597553,1104378,3788803,-13581410,-910658,0,8001334,0
300,314326,1105124,2767109,-7298637,-629459,0,3741537,0
301,2661520,1251382,819407,-5902777,-412366,0,1582833,0
302,4558693,0,0,-2397053,-352375,0,-1809266,0
303,41828780,0,0,-519758,-12810014,0,-28499009,0
304,42330988,0,0,-628094,-30651199,0,-11051695,0
305,9149336,0,0,-1107450,-6655582,0,-1386303,0
306,29768289,0,0,-10716576,-22429992,0,3378279,0
307,7533512,1752511,1825649,-19143811,-631370,0,8663508,0
308,6124661,7456049,8619150,-23078345,-654945,0,1533429,0
309,2190142,9697710,11156042,-25183890,-2144041,0,4284037,0
310,0,6028104,8181038,-22168466,-1785907,0,9745230,0
311,0,2045573,4204363,-15260327,-987809,0,9998200,0
312,0,1646969,2710898,-7637041,-636846,0,3916021,0
313,40429130,1339402,415710,-6365836,-10404697,0,-25413709,0
314,11164614,0,0,-3234062,-4026071,0,-3904481,0
315,20064140,0,0,-392472,-13060126,0,-6611542,0
316,37395714,0,0,-452571,-30786885,0,-6156259,0
317,37867896,0,0,-1127501,-36411426,0,-328969,0
318,11660911,0,0,-10142851,-2538849,0,1020789,0
319,11349354,1527,7582,-16173358,-1741753,0,6556649,0
320,3030839,5568875,6382157,-24985456,-218385,0,10221971,0
321,2612140,9522366,10938185,-25164700,-577369,0,2669378,0
322,0,9010488,7825188,-23447082,-2119326,0,8730732,0
323,3609679,4338882,2558188,-16496040,-1622491,0,7611784,0
324,801024,3291691,1642855,-8696031,-747652,0,3708113,0
325,1844315,2014784,625329,-6424489,-477066,0,2417126,0
326,14003986,0,0,-2484543,-2195841,0,-9323602,0
327,3762448,0,0,-464544,-1041281,0,-2256623,0
328,10275035,0,0,-678426,-3107596,0,-6489013,0
329,2674408,0,0,-1313274,-821440,0,-539695,0
330,11845404,192522,934176,-11457509,-1438585,0,-76010,0
331,11746338,2994178,4132983,-16065861,-1091578,0,-1716059,0
332,13858377,6515454,7502551,-23654970,-4190653,0,-30760,0
333,301869,7653878,12607923,-24632943,-2055448,0,6124721,0
334,1460095,2192033,9564130,-19780672,-1314166,0,7878581,0
335,0,1292144,4144166,-11361566,-890785,0,6816040,0
336,0,1409874,2884101,-4437265,-644381,0,787671,0
337,2908612,888783,391143,-4963057,-415217,0,1189737,0
338,16401213,0,0,-895857,-2223741,0,-13281615,0
339,17127778,0,0,-482909,-4741707,0,-11903162,0
340,11660808,0,0,-743953,-4874489,0,-6042367,0
341,31111816,0,0,-978944,-20601058,0,-9531814,0
342,6448462,4001,34511,-11184629,-604392,0,5302047,0
343,7882492,1255794,1703618,-16346932,-722765,0,6227793,0
344,7886695,6803380,7821677,-22801030,-555469,0,844747,0
345,0,10718291,12335403,-26402067,-1952593,0,5300967,0
346,0,7209563,7587924,-21961367,-1935286,0,9099167,0
347,7264308,2611061,3283257,-17888517,-2460773,0,7190664,0
348,6148836,2559062,1782642,-10062572,-1443432,0,1015464,0
349,2729183,1868580,601997,-7146437,-548458,0,2495135,0
350,2904158,0,0,-1174478,-251134,0,-1478545,0
351,15244065,0,0,-521670,-3052991,0,-11669404,0
352,15933425,0,0,-650847,-5541670,0,-9740908,0
353,283413,0,0,-1505948,-88880,0,1311415,0
354,2168073,143851,721046,-12112226,-123621,0,9202878,0
355,1177071,4438279,6571025,-18472146,-51723,0,6337494,0
356,8195330,6749619,7763659,-18205108,-583239,0,-3920261,0
357,4752126,8404823,11043328,-22621255,-1563137,0,-15885,0
358,2909254,2185677,9747502,-22069943,-1165377,0,8392887,0
359,534845,1239119,4155303,-8816238,-925453,0,3812424,0
360,0,1028130,2935036,-4174578,-630247,0,841660,0
361,0,1212689,784253,-3534731,-230815,0,1768604,0
362,11367729,0,0,-1541202,-957686,0,-8868841,0
363,15558372,0,0,-415797,-3707025,0,-11435550,0
364,11646816,0,0,-624697,-3430146,0,-7591973,0
365,15986196,0,0,-1191099,-7598265,0,-7196832,0
366,9670251,139669,696985,-13911730,-2688316,0,6093141,0
367,1215422,4121557,6668215,-19329258,-74927,0,7398991,0
368,849897,9185566,10569322,-23509831,-57265,0,2962312,0
369,3659122,6124803,12461973,-23550308,-820959,0,2125370,0
370,0,1323425,10552560,-18887322,-755795,0,7767131,0
371,3646518,1130775,3546619,-12789610,-1090341,0,5556039,0
372,9361113,330806,311055,-9792165,-853763,0,642954,0
373,14670671,628418,169110,-5808119,-1298710,0,-8361370,0
374,6118191,0,0,-2273356,-805247,0,-3039588,0
375,27661013,0,0,-402466,-8733948,0,-18524599,0
376,11178977,0,0,-830027,-6302823,0,-4046127,0
377,3106930,0,0,-1401296,-1548832,0,-156802,0
378,5951578,92827,580476,-13663877,-557380,0,7596375,0
379,7108643,2564863,4210190,-16280645,-535193,0,2932142,0
380,4815593,7172790,8205337,-21878029,-418140,0,2102449,0
381,8312436,8125806,9141699,-24904236,-2362657,0,1686953,0
382,2025260,0,8346432,-21923852,-228724,0,11780885,0
383,988844,0,2267819,-12474695,-150839,0,9368871,0
384,878538,0,1280791,-3391221,-118495,0,1350387,0
385,875580,0,386091,-2483835,-53668,0,1275831,0
386,8782334,0,0,-2550418,-709555,0,-5522361,0
387,33791667,0,0,-304762,-6770381,0,-26716524,0
388,22613174,0,0,-784195,-13554617,0,-8274362,0
389,11851133,0,0,-1292118,-7725362,0,-2833653,0
390,19149931,0,0,-8495921,-11275199,0,621190,0
391,3008391,1375965,1632655,-17619873,-158670,0,11761531,0
392,6649291,7030937,8501069,-23811860,-464116,0,2094678,0
393,4678892,8200921,9864163,-24140912,-1276714,0,2673650,0
394,0,7840633,8220050,-23935356,-1635941,0,9510613,0
395,2557434,2998620,2864497,-15095378,-1234858,0,7909684,0
396,4899741,3195980,1631122,-9454933,-1387986,0,1116076,0
397,1978258,1497393,488418,-6018472,-343288,0,2397690,0
398,6303012,0,0,-2372999,-496524,0,-3433489,0
399,13221496,0,0,-361647,-3176021,0,-9683828,0
400,24002398,230488,0,-626122,-8854727,0,-14752037,0
401,11111428,820117,0,-1100576,-6467193,0,-4363776,0
402,13891063,1896253,235809,-10399466,-6171193,0,547535,0
403,5604880,3427427,4608263,-16949525,-520858,0,3829814,0
404,3335430,8751842,10398781,-25430918,-1621066,0,4565931,0
405,0,10177771,12045768,-25107405,-2152505,0,5036372,0
406,0,6944627,7864591,-21691936,-1646618,0,8529335,0
407,1624499,3510635,2731183,-15635181,-853732,0,8622595,0
408,692616,3361574,1606633,-6908828,-536552,0,1784557,0
409,2270285,1821871,571022,-5230340,-371232,0,938394,0
410,30781119,0,0,-2454086,-6549300,0,-21777734,0
411,33611281,0,0,-403959,-17827411,0,-15379911,0
412,6618307,0,0,-705428,-4862048,0,-1050830,0
413,35781727,0,0,-893803,-29067522,0,-5820402,0
414,14744926,0,0,-11077830,-5525998,0,1858903,0
415,7855219,184502,142235,-18295513,-1870070,0,11983629,0
416,974554,8325924,9545768,-24434696,-52128,0,5640579,0
417,0,10649382,12252181,-24708575,-953730,0,2760743,0
418,862350,7660667,7520879,-21844525,-1853538,0,7654166,0
419,3068322,3968838,3177291,-16524020,-1704860,0,8014429,0
420,4100609,3666754,1736927,-9736776,-1393043,0,1625528,0
