Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
260,1566152,6038086,7210958,-23133252,-75259,0,8393317,0
261,3236704,8015644,9244027,-21861347,-642533,0,2007505,0
262,473234,6753718,11190307,-19818067,-1595121,0,2995928,0
263,0,1884253,5799676,-16362009,0,0,8678081,0
264,0,0,0,-8887307,0,0,8887307,0
265,4104420,1628136,651859,-6295489,-309779,0,220853,0
266,21749833,0,0,-2871926,-2136386,0,-16741520,0
267,42165816,0,0,-1202618,-18201781,0,-22761417,0
268,10321008,0,0,-1043898,-7335207,0,-1941902,0
269,2543407,0,0,-1350280,-1551651,0,358525,0
270,7929942,0,8142,-11657079,-1012066,0,4731061,0
271,4537551,1143518,1421300,-16366428,-493663,0,9757721,0
272,10391819,7270989,8412563,-22635895,-1083150,0,-2356326,0
273,1142727,7637572,11464636,-24344725,-1604357,0,5704148,0
274,8806442,2797411,13309013,-23550201,-3009500,0,1646835,0
275,2466918,1306003,4971290,-15614570,-217712,0,7088072,0
276,9038497,0,0,-10225729,-1089526,0,2276758,0
277,830657,1754364,569493,-10055303,-32763,0,6933552,0
278,2605596,0,0,-2187341,-206112,0,-212143,0
279,3357496,0,0,-867659,-261924,0,-2227913,0
280,9409530,0,0,-1097997,-833831,0,-7477703,0
281,20517177,0,0,-1240626,-4274428,0,-15002123,0
282,20019887,2121,25045,-11569506,-5496441,0,-2981107,0
283,1301075,2542192,3218644,-16002446,-71067,0,9011601,0
284,3609679,6802424,9241983,-22225391,-430679,0,3001983,0
285,1754142,3313976,14227135,-22355107,-1067744,0,4127599,0
286,1155908,1126823,14954091,-17352683,-1092659,0,1208520,0
287,1551351,813865,6001599,-14299117,-97145,0,6029447,0
288,11477967,0,0,-10751255,-1247212,0,520501,0
289,16264420,1680809,714839,-10172622,-1496222,0,-6991224,0
290,11988701,0,0,-3004862,-1854517,0,-7129322,0
291,25719979,0,0,-686635,-11044126,0,-13989218,0
292,6489672,0,0,-1217203,-3733087,0,-1539382,0
293,43825341,0,0,-1650584,-38033821,0,-4140936,0
294,4859104,0,672,-12124361,-533256,0,7797840,0
295,2453973,2432157,2560034,-16037909,-227717,0,8819461,0
296,9461064,6504380,7944659,-22420122,-822227,0,-667753,0
297,2412604,6199247,12525113,-25250706,-1213034,0,5326776,0
298,3261284,1872640,12681782,-19369148,-1046222,0,2599664,0
299,1597553,1104378,5331655,-14373935,-99245,0,6439595,0
300,314326,0,0,-8306976,-20361,0,8013011,0
301,2661520,1251382,819407,-6815012,-171569,0,2254272,0
302,4558693,0,0,-2481356,-352375,0,-1724963,0
303,41828780,0,0,-519758,-9639683,0,-31669339,0
304,42330988,0,0,-628094,-33451391,0,-8251503,0
305,9149336,0,0,-1107450,-7874421,0,-167465,0
306,29768289,0,0,-10716576,-23169472,0,4117758,0
307,7533512,1752511,1825649,-19143811,-631370,0,8663508,0
