Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
1,4066513,1466473,536213,-9457965,-258243,0,3647008,0
2,5971931,0,0,-3968425,-445711,0,-1557795,0
3,3847915,0,0,-1521759,-274422,0,-2051735,0
4,4629442,0,0,-1599622,-338261,0,-2691560,0
5,4771590,0,0,-1677235,-565629,0,-2528725,0
6,16933489,24074,229964,-15529999,-2232007,0,574480,0
7,6318744,1968301,3691532,-12760723,-399362,0,1181509,0
8,5365874,4159134,4949067,-12684340,-351037,0,-1438697,0
9,5838298,6433525,7655427,-16779843,-897869,0,-2249537,0
10,4285536,3838983,13356130,-21566882,-1586750,0,1672983,0
11,1465048,1615856,12516200,-15836183,-963163,0,1202242,0
12,372378,1422616,2500889,-10343426,-647457,0,6695000,0
13,3438474,1180792,508703,-8168970,-423169,0,3464170,0
14,13615465,0,0,-2925228,-1724675,0,-8965562,0
15,10055835,0,0,-1546493,-2178973,0,-6330369,0
16,9275055,0,0,-2092322,-2223694,0,-4959039,0
17,662721,0,0,-2818956,-141219,0,2297454,0
18,7735621,71212,514691,-14132810,-783409,0,6594694,0
19,6684325,2793028,4960035,-15069429,-404469,0,1036509,0
20,2337380,6666108,7932184,-15715474,-177896,0,-1042303,0
21,12947687,5289929,8415680,-23595176,-1938804,0,-1119316,0
22,1389836,4343152,13634550,-20061176,-1610377,0,2304016,0
23,0,1105998,15145002,-15994889,-1144040,0,887929,0
24,858482,2590441,2192099,-11848327,-686141,0,6893446,0
25,12384493,1340586,400302,-10828386,-1386943,0,-1910052,0
26,5827405,0,0,-4544484,-662545,0,-620376,0
27,22447534,0,0,-1611125,-4968592,0,-15867818,0
28,26584368,0,0,-1613817,-14128319,0,-10842233,0
29,874791,0,0,-2281555,-444247,0,1851010,0
30,9874164,0,0,-14250935,-623329,0,5000100,0
31,9819852,34780,43838,-17534960,-633619,0,8270108,0
32,19484765,2939314,3323861,-21795657,-1385000,0,-2567283,0
33,4549767,8222980,9784749,-23850545,-1783816,0,3076865,0
34,0,8805023,11434868,-18242639,-2443416,0,446164,0
35,4894143,5008659,10062644,-18973173,-1898226,0,905952,0
36,1182363,3877167,1929945,-13748458,-998603,0,7757587,0
37,3719191,1303206,389140,-9448940,-628971,0,4666374,0
38,3452041,0,0,-2131298,-228835,0,-1091909,0
39,12999486,0,0,-1575823,-1925654,0,-9498009,0
40,10455993,0,0,-1571646,-2880320,0,-6004026,0
41,265088,0,0,-2261368,-62099,0,2058379,0
42,3216089,126321,764068,-13660591,-166476,0,9720589,0
43,1114022,2888229,5209288,-11427875,-41960,0,2258297,0
44,7945150,6191164,7367035,-18230808,-416053,0,-2856487,0
45,0,7084810,11323886,-17562283,-714774,0,-131639,0
46,0,1612605,17919583,-20004224,-1066193,0,1538228,0
47,0,879077,14637529,-14464360,-1087276,0,35030,0
48,1028069,730558,3041538,-11159450,-740858,0,7100143,0
49,143110,1086692,593365,-5327383,-211933,0,3716150,0
50,19999844,0,0,-3745366,-2606473,0,-13648005,0
51,9471551,0,0,-1575022,-2168754,0,-5727775,0
52,54559077,0,0,-1118359,-34407037,0,-19033681,0
53,304852,0,0,-3604452,-186552,0,3486153,0
54,29760083,0,0,-11536106,-17463986,0,-759990,0
55,13849492,2035,8957,-17998471,-858288,0,4996275,0
56,9268192,3595369,4267374,-25308298,-517236,0,8694599,0
57,6965293,7242563,8618124,-22956884,-1229948,0,1360852,0
58,8377836,8419061,10018071,-22485867,-3541812,0,-787291,0
59,0,7006166,11766351,-18231665,-2091058,0,1550207,0
60,310946,3833170,1868168,-12709582,-1078806,0,7776103,0
61,114488,1677258,500833,-7670927,-330829,0,5709177,0
62,3265349,0,0,-2901476,-167993,0,-195880,0
63,47733147,0,0,-1637533,-16539217,0,-29556397,0
64,43721917,0,0,-1654872,-39645391,0,-2421654,0
65,2920790,0,0,-2831269,-1957023,0,1867501,0
66,6807206,0,0,-12786793,-462495,0,6442081,0
67,9849335,103136,89785,-18718948,-615694,0,9292386,0
68,7416498,4903159,5646710,-21502092,-360134,0,3895859,0
69,1032528,9297946,10968379,-20279128,-591104,0,-428621,0
70,822959,8755478,13655504,-22303479,-2191531,0,1261069,0
71,417674,3223169,14457660,-18732033,-1359500,0,1993030,0
72,2171415,2783561,1895371,-12006946,-847881,0,6004480,0
73,7737014,1546830,461887,-10263148,-794922,0,1312340,0
74,23920798,0,0,-3393400,-4567011,0,-15960388,0
75,51307607,0,0,-1669151,-34116142,0,-15522314,0
76,28758681,0,0,-2120860,-26448054,0,-189767,0
77,371124,0,0,-2263362,-241560,0,2133799,0
78,5305488,0,0,-14098215,-1199754,0,9992480,0
79,4437458,1854390,2148978,-16816683,-241626,0,8617484,0
80,1399788,8386193,9892825,-20683699,-59372,0,1064265,0
81,7069693,7886970,9303914,-19164521,-2205333,0,-2890723,0
82,2125851,4864492,7449213,-14268055,-1439225,0,1267725,0
83,6603800,677698,799451,-2376587,-1700504,0,-4003858,0
84,3581591,515610,153962,-2742574,-889200,0,-619389,0
85,8211587,92810,27713,-1424373,-2266316,0,-4641421,0
86,13108212,0,0,-937376,-6945920,0,-5224917,0
87,6196957,0,0,-1582732,-3876489,0,-737735,0
88,31266384,0,0,-1701106,-25484531,0,-4080748,0
89,212071,0,0,-2260352,-132143,0,2180424,0
90,16716671,0,0,-12889558,-4327134,0,500021,0
91,3540706,154557,124918,-18760712,-132696,0,15073226,0
92,18341374,2526872,2898389,-20315466,-1166750,0,-2284419,0
93,9645572,7622041,8991388,-25432316,-1965231,0,1138546,0
94,2344699,10933140,12897347,-23214328,-3210249,0,249392,0
95,306842,7796899,12447389,-19743161,-2317021,0,1509053,0
96,3763795,4085940,1799579,-15063601,-1523366,0,6937654,0
97,7519426,1274556,380585,-10481659,-1062342,0,2369434,0
98,43554971,0,0,-3772819,-13971227,0,-25810925,0
99,6587372,0,0,-1585180,-4829306,0,-172886,0
100,24986579,0,0,-2134650,-20731505,0,-2120424,0
101,2465321,0,0,-3669872,-1601266,0,2805816,0
102,4949309,0,0,-11272403,-850550,0,7173644,0
103,856278,1767366,1929061,-16058609,-32120,0,11538024,0
104,284198,7525740,8877786,-17373810,-15113,0,701198,0
105,0,9190264,10841352,-17761771,-1250329,0,-1019516,0
106,0,10039991,13193399,-21053297,-2447437,0,267345,0
107,1123400,5962900,11064929,-17939614,-1621574,0,1409959,0
108,0,4328883,2093106,-13447413,-1071110,0,8096535,0
109,6013542,1856195,554264,-8942858,-827049,0,1345905,0
110,17795032,0,0,-4628462,-3219628,0,-9946942,0
111,5312665,0,0,-1574754,-1428250,0,-2309662,0
112,35180875,0,0,-1656137,-16200839,0,-17323899,0
113,3489610,0,0,-2887634,-1629369,0,1027393,0
114,9232849,0,0,-8550612,-3467386,0,2785149,0
115,14482354,20366,28999,-20638272,-952618,0,7059171,0
116,2587126,4754760,5512455,-22112882,-98131,0,9356672,0
117,2008985,3908926,4611189,-9158161,-188627,0,-1182311,0
118,3989482,6943920,10147060,-19499386,-1205074,0,-376003,0
119,350077,2172911,13792600,-17712569,-1035386,0,2432368,0
120,883885,2471380,2231057,-11896036,-682325,0,6992039,0
121,11398943,1283393,383224,-10744709,-1247735,0,-1073116,0
122,3806065,0,0,-3484694,-311116,0,-10255,0
123,5284851,0,0,-1564741,-918580,0,-2801530,0
124,6741824,0,0,-2096662,-1268068,0,-3377094,0
125,3750330,0,0,-2116924,-683168,0,-950239,0
126,11768463,87368,505977,-12877306,-2038867,0,2554365,0
127,4996716,2389142,4173798,-12709220,-273385,0,1422949,0
128,2210440,8606680,10057003,-18725692,-212694,0,-1935738,0
129,493376,4166396,12758179,-18478703,-1087973,0,2148726,0
130,2408668,1120078,15986475,-19129138,-1295202,0,909119,0
131,0,845388,15637497,-15544406,-1170535,0,232057,0
132,2585536,692418,3019343,-11654983,-979132,0,6336818,0
133,1313505,674499,797557,-6162628,-272289,0,3649356,0
134,30908691,0,0,-2988412,-5603603,0,-22316676,0
135,24642115,0,0,-1658601,-12345741,0,-10637774,0
136,18780782,0,0,-2157132,-12444956,0,-4178694,0
137,12265877,0,0,-2977124,-8819588,0,-469165,0
138,2518332,1572,6239,-16797263,-101456,0,14372576,0
139,8206100,2318197,2847339,-16203777,-579713,0,3411854,0
140,1522817,6519087,7617627,-18414984,-77206,0,2832660,0
141,585936,8307540,9707453,-16898997,-1287379,0,-414553,0
142,901875,5221703,13216955,-20012329,-1568807,0,2240603,0
143,0,1794549,14607883,-16946197,-1143078,0,1686843,0
144,687834,1274771,3080315,-11967217,-774238,0,7698535,0
145,0,1206867,570413,-6259171,-210791,0,4692681,0
146,21522996,0,0,-3567288,-3121875,0,-14833834,0
147,72561527,0,0,-1647041,-48583983,0,-22330503,0
148,17614457,0,0,-2172479,-15366833,0,-75145,0
149,25944796,0,0,-7074182,-18797210,0,-73404,0
150,18665194,0,0,-17185817,-4220751,0,2741374,0
151,17230283,20,333,-15239433,-1214703,0,-776500,0
152,1577937,4190166,4902014,-25901736,-59259,0,15290878,0
153,0,10293095,12027597,-23039333,-1333714,0,2052355,0
154,7023777,8931145,12867223,-25950352,-3225936,0,354143,0
155,14685089,6048143,10131996,-23894983,-4701179,0,-2269066,0
156,419339,3754117,1981244,-13182379,-1171858,0,8199536,0
157,0,1523759,576701,-8019962,-349402,0,6268904,0
158,11148719,0,0,-4497305,-815072,0,-5836342,0
159,20201948,0,0,-1634444,-5135912,0,-13431592,0
160,16317429,0,0,-2720247,-5710075,0,-7887107,0
161,51095885,0,0,-4317614,-42261967,0,-4516303,0
162,6989847,0,0,-12756363,-1749742,0,7516258,0
163,3278967,1837142,2000920,-20212937,-139597,0,13235504,0
164,5193901,6164788,7175164,-19585330,-243966,0,1295442,0
165,866227,9336464,10866661,-19402426,-1109028,0,-557898,0
166,794738,6736217,15033128,-22902899,-1941587,0,2280404,0
167,1046969,1735297,14201758,-17603983,-1112720,0,1732680,0
168,0,1650530,2821199,-11107029,-721387,0,7356687,0
169,15772076,1451408,432817,-10693010,-2362427,0,-4600864,0
170,5996809,0,0,-4566641,-453490,0,-976679,0
171,27706885,0,0,-2624816,-7133849,0,-17948220,0
172,9753292,0,0,-2126919,-4239774,0,-3386600,0
173,71742025,0,0,-3124330,-62480770,0,-6136925,0
174,4920519,0,0,-15571392,-272181,0,10923054,0
175,5797288,1449261,1553899,-16783467,-331727,0,8314746,0
176,14136028,4848069,5635213,-21299410,-998496,0,-2321404,0
177,1678262,6940260,8067097,-17055642,-1450948,0,1820970,0
178,1780889,7985214,12349721,-21282691,-2319424,0,1486291,0
179,0,2846691,15118305,-19431171,-1339682,0,2805856,0
180,0,1785391,2401859,-10501284,-617003,0,6931037,0
181,1364229,1165672,475534,-6973677,-242289,0,4210531,0
182,25522480,0,0,-3675076,-4144306,0,-17703098,0
183,64441128,0,0,-1629719,-46424319,0,-16387090,0
184,33588155,0,0,-1699606,-31807640,0,-80909,0
185,10428971,0,0,-2838798,-8296655,0,706483,0
186,11863470,0,0,-8630954,-2608140,0,-624376,0
187,6441019,2290,11067,-16534089,-307732,0,10387446,0
188,3469312,3904672,4335932,-23072963,-130108,0,11493155,0
189,1106884,8885476,10253381,-20451840,-205068,0,411166,0
190,0,8488402,13602647,-21966518,-1790170,0,1665640,0
191,2919419,4422542,10962988,-17807188,-1340183,0,842422,0
