"kstp","kper","storage_in","constant_head_in","wells_in","drno_drains_in","recharge_in","et_segments_in","stream_leakage_in","total_in","storage_out","constant_head_out","wells_out","drno_drains_out","recharge_out","et_segments_out","stream_leakage_out","total_out","difference","discrepancy"
31,1,11237098,0,2284088.75,0,227563.4062,0,12003546,25752296,5757893,0,616969.75,256441.25,0,190192.9844,18942700,25764196,-11900,-0.05
30,2,3944839,0,2210408.75,0,381720.7188,0,15335280,21872248,4200717,0,0,251254.5625,0,19843.2187,17403680,21875496,-3248,0.02
31,3,13224775,0,4568184.25,0,473186.0937,0,29549260,47815408,8997294,0,616969.75,507859.1875,0,190192.9844,37517760,47830072,-14664,-0.05
31,4,5225745,0,4494499.75,0,701567.1563,0,36651476,47073288,7752005,0,0,484343.125,0,19843.2187,38811448,47067640,5648,0.04
28,5,14739397,0,6631224.25,0,995816.5937,0,52430732,74797168,13279747,0,616969.75,710242.5,0,190192.9844,60047936,74845088,-47920,-0.07
31,6,7165093,0,6778579.75,0,3103261.1563,0,64868932,81915872,13599705,0,216765.5,714855.625,0,19843.2187,67471880,82023056,-107184,-0.03
30,7,17572351,0,9869004.25,0,1524040.3437,0,77072892,106038272,14777571,0,4473071,945744.125,0,190394.1719,85714248,106101024,-62752,-0.06
31,8,9069817,0,10124285.75,0,3528503.6563,0,94177636,116900256,16129239,0,5748309,963659,0,23669.2812,94159144,117024032,-123776,-0.02
30,9,25538783,0,10382784.25,0,2574475.3437,0,99389724,137885760,15000455,0,12889641,1185313,0,203648.2813,108724712,138003760,-118000,-0.07
31,10,22244825,0,10655191.75,0,5303827.1563,0,104857588,143061440,16234287,0,19247511,1171815.25,0,40276.4375,106574040,143267952,-206512,-0.05
31,11,32789995,0,10382784.25,0,2688818.8437,0,106724892,152586496,15708173,0,18647041,1227299,0,464022.0937,116684232,152730736,-144240,-0.07
30,12,25877609,0,10655191.75,0,5332177.1563,0,114051236,155916224,20288623,0,19247511,1198585.75,0,260803.3438,115127512,156123056,-206832,-0.04
31,13,35319123,0,12666864.25,0,2886474.8437,0,115540748,166413184,18243509,0,19240009,1313808.75,0,543997.4062,127220808,166562096,-148912,-0.07
30,14,27072785,0,12865591.75,0,6180850.1563,0,127005012,173124288,24951907,0,19247511,1344980,0,275812.0938,127513480,173333712,-209424,-0.04
31,15,36017623,0,14950944.25,0,4298152.8437,0,137168140,192434816,27144249,0,19240009,1489529.75,0,543997.4062,144142552,192560304,-125488,-0.05
31,16,27287309,0,15149671.75,0,7905659.1563,0,148896532,199239232,29287647,0,19247511,1530598,0,275812.0938,149095080,199436688,-197456,-0.03
29,17,36667267,0,17087664.25,0,4425549.8437,0,164673708,222854144,33761821,0,19240009,1672736.25,0,543997.4062,167793208,223011728,-157584,-0.05
31,18,28620813,0,17433751.75,0,8616923.1563,0,177370932,232042464,31843491,0,19976011,1739712.5,0,275812.0938,178492552,232327600,-285136,-0.05
30,19,39732443,0,20325504.25,0,4844799.8437,0,198398348,263301056,38720565,0,24278629,1886351.25,0,544010.2812,198110712,263540240,-239184,-0.06
31,20,35637301,0,20779519.75,0,8793561.1563,0,202987380,268197792,32419379,0,28731567,1961878.5,0,282688.9688,205154728,268550256,-352464,-0.05
30,21,50212491,0,20839224.25,0,6850839.8437,0,209982476,287885024,38995029,0,33442501,2084529.5,0,556511.7812,213047992,288126544,-241520,-0.06
31,22,48281853,0,21310363.75,0,10319196.1563,0,210957940,290869344,32498211,0,42531011,2081038.5,0,365641.2188,213771176,291247088,-377744,-0.05
31,23,58534203,0,20839224.25,0,6850839.8437,0,215249036,301473312,39329613,0,40551629,2092916.25,0,835015.1562,218916856,301726032,-252720,-0.06
30,24,51623373,0,21310363.75,0,10368336.1563,0,219052724,302354784,37788435,0,42531011,2093820.25,0,526384.2188,219795080,302734768,-379984,-0.04
31,25,60021331,0,23123304.25,0,7619887.8437,0,228266092,319030624,46460829,0,41020349,2200172.75,0,836525.1562,228764824,319282640,-252016,-0.06
30,26,52487021,0,23520763.75,0,10717056.1563,0,237042196,323767008,46064331,0,42531011,2234220.25,0,526384.2188,232793416,324149424,-382416,-0.04
31,27,60431331,0,25407384.25,0,10724971.8437,0,251826956,348390688,55575205,0,41020349,2355883.75,0,836525.1562,248869464,348657360,-266672,-0.06
31,28,53736725,0,25804843.75,0,22486640.1563,0,267189332,369217504,61771427,0,42531011,2716166.25,0,526384.2188,262109960,369655024,-437520,-0.04
28,29,62596339,0,27470424.25,0,11181775.8437,0,281360428,382608992,59050717,0,41020349,2653241.75,0,836525.1562,279393464,382954256,-345264,-0.06
31,30,57393477,0,28088923.75,0,23244652.1563,0,312445908,421172960,70881915,0,42695931,3191700.75,0,526384.2188,304315144,421611120,-438160,-0.04
30,31,65532523,0,30708264.25,0,11907775.8437,0,318079084,426227616,60939117,0,42515397,2948787.75,0,836545.4062,319411384,426651152,-423536,-0.06
31,32,60187997,0,31434691.75,0,26511432.1563,0,357730196,475864352,76396371,0,49263347,3677544.25,0,526894.3438,346430984,476295216,-430864,-0.03
30,33,74977587,0,31221984.25,0,15602815.8437,0,354749420,476551776,62212189,0,53151677,3599968.75,0,858115.4062,357261752,477083600,-531824,-0.07
31,34,71835533,0,31965535.75,0,29250840.1563,0,377990676,511042592,76636163,0,60578931,4230094.75,0,567568.0938,369496968,511509808,-467216,-0.03
31,35,81629523,0,31221984.25,0,15974071.8437,0,368574892,497400480,62865869,0,57782645,3913976.25,0,880327.5312,372497912,497940688,-540208,-0.07
30,36,74514733,0,31965535.75,0,29353560.1563,0,393843540,529677344,79777459,0,60578931,4334410.25,0,831706.4688,384625672,530148208,-470864,-0.03
31,37,82894483,0,33506064.25,0,16167387.8437,0,385271596,517839584,65235837,0,58238221,4089058.75,0,950743.5312,389868088,518381904,-542320,-0.07
30,38,75077853,0,34175935.75,0,29552160.1563,0,412889492,551695392,82486307,0,60578931,4519370.25,0,879264.7188,403703368,552167280,-471888,-0.02
31,39,83501987,0,35790144.25,0,17102967.8437,0,408322796,544717920,69434349,0,58238221,4312335.75,0,950743.5312,412331576,545267216,-549296,-0.07
31,40,75607373,0,36460015.75,0,31179784.1563,0,438198100,581445280,87447331,0,60578931,4753008.25,0,879264.7188,428306888,581965424,-520144,-0.02
28,41,84351699,0,37853184.25,0,17143399.8437,0,430810156,570158432,70977821,0,58238221,4536800.75,0,950743.5312,436035896,570739472,-581040,-0.08
31,42,76475549,0,38744095.75,0,31335528.1563,0,465823700,612378912,89641251,0,61346147,5012308.25,0,879264.7188,456078344,612957296,-578384,-0.02
30,43,88034179,0,41091024.25,0,17192599.8437,0,455875692,602193376,72838381,0,63512477,4789427.75,0,954848.0312,460740728,602835856,-642480,-0.08
31,44,80024717,0,42089863.75,0,31742868.1563,0,494280212,648137760,91623827,0,69500291,5267835.25,0,895291.3438,481507336,648794608,-656848,-0.02
30,45,101897699,0,41604864.25,0,17435239.8437,0,467975404,628913120,72881693,0,75750029,4995911.75,0,979709.4062,475024248,629631504,-718384,-0.09
31,46,97345789,0,42620831.75,0,32702876.1563,0,500125844,672795424,91687491,0,87385427,5276793.25,0,1218098.8438,487888264,673456112,-660688,-0.02
31,47,110087683,0,41604864.25,0,17435239.8437,0,471864044,640991712,73516269,0,82683165,5002225.75,0,1163946.4062,479350264,641715856,-724144,-0.09
30,48,101075293,0,42620831.75,0,32752676.1563,0,504516372,680965280,95513187,0,87385427,5288464.25,0,1367945.8438,492072840,681627888,-662608,-0.01
31,49,112892451,0,43888944.25,0,17440323.8437,0,476113324,650334944,77113037,0,83379965,5039732.75,0,1262409.1562,484265528,651060624,-725680,-0.09
30,50,102216861,0,44831231.75,0,34150076.1563,0,510867732,692066080,100585603,0,87385427,5396097.25,0,1367945.8438,497992776,692727920,-661840,-0.01
31,51,113611635,0,46173024.25,0,18681563.8437,0,489741292,668207328,85067981,0,83379965,5177502.75,0,1262409.1562,494051384,668939152,-731824,-0.09
31,52,104672061,0,47115311.75,0,63842124.1563,0,558488340,774118048,146927123,0,87385427,6688311.25,0,1367945.8438,532457608,774826480,-708432,-0.01
28,53,122484835,0,48236064.25,0,18851131.8437,0,528509292,718081120,90970605,0,83379965,5911204.75,0,1262409.1562,537353848,718877968,-796848,-0.09
31,54,108388925,0,49399391.75,0,81028028.1563,0,604120468,842936992,162930387,0,87385427,8097543.25,0,1367945.8438,583909384,843690736,-753744,-0.01
30,55,128189139,0,51473904.25,0,20065051.8437,0,566673004,766400864,93601965,0,83390045,6516143.75,0,1262409.1562,582443896,767214352,-813488,-0.09
31,56,112413213,0,52745159.75,0,81952820.1563,0,647043860,894155296,165139475,0,92288195,8585524.25,0,1368643.3438,627523336,894905328,-750032,0
30,57,136355811,0,51987744.25,0,21370651.8437,0,604492268,814206176,94299421,0,92863613,7014501.75,0,1298613.1562,619586808,815062800,-856624,-0.09
