               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
   1          2675501.79                0.00          2494213.07           633821.10                0.00                0.00
   2           577516.35                0.00           605798.45          1128860.60                0.00                0.00
   3                0.00                0.00                0.00           709097.51                0.00                0.00
   4                0.00                0.00                0.00           947482.83                0.00                0.00
   5                0.00                0.00                0.00          1235589.16                0.00                0.00
   6          2906906.44           163885.92          3662331.52          2631685.16                0.00                0.00
   7          3068874.29          1509327.67          3623361.19          2709485.34                0.00                0.00
   8          3329510.28          6067600.04          3576169.09          2731801.81                0.00                0.00
   9          4756615.62          8850849.51          4813031.86          1498368.26                0.00                0.00
  10          6576330.08          2156054.72          6427547.71          1099142.90                0.00                0.00
  11          5568558.17                0.00          4821040.65           410062.26                0.00                0.00
  12          3970479.50                0.00          3111507.11           105430.33                0.00                0.00
  13          2302777.77                0.00          2402005.05           549994.26                0.00                0.00
  14           421653.87                0.00           442396.09           947180.91                0.00                0.00
  15                0.00                0.00                0.00           699281.15                0.00                0.00
  16                0.00                0.00                0.00           953251.57                0.00                0.00
  17                0.00                0.00                0.00          1272686.60                0.00                0.00
  18          2543515.09           191669.10          3329533.89          2350163.71                0.00                0.00
  19          3692199.80          2174065.92          4487050.95          3359713.68                0.00                0.00
  20          4543908.17          9342487.92          4791110.07          2913033.15                0.00                0.00
  21          5742151.07         10592229.99          6397979.91          2661677.16                0.00                0.00
  22          6188733.77          1856548.33          6134814.34          1114414.59                0.00                0.00
  23          5933221.58                0.00          4780479.93                0.00                0.00                0.00
  24          3987096.80                0.00          3776215.60           227777.58                0.00                0.00
  25          2431830.57                0.00          2813827.48          1750218.64                0.00                0.00
  26           578435.78                0.00           751851.96          1134851.36                0.00                0.00
  27                0.00                0.00                0.00           739705.94                0.00                0.00
  28                0.00                0.00                0.00           741597.63                0.00                0.00
  29                0.00                0.00                0.00          1029658.04                0.00                0.00
  30          2561643.15           170783.32          3329759.89          2414965.12                0.00                0.00
  31          3222712.84          1768543.05          4155295.90          2963337.41                0.00                0.00
  32          4610957.67          8692191.99          5421358.74          4270674.41                0.00                0.00
  33          5934819.84         10663136.67          6481212.11          5232391.55                0.00                0.00
  34          5823978.67          2040865.82          5690020.17          4619782.50                0.00                0.00
  35          5396156.99                0.00          5576716.57          1738954.98                0.00                0.00
  36          4268508.63                0.00          4267516.39           304661.14                0.00                0.00
  37          2715332.97                0.00          2763087.18           950014.17                0.00                0.00
  38           537715.48                0.00           534305.86           404384.67                0.00                0.00
  39                0.00                0.00                0.00           717290.74                0.00                0.00
  40                0.00                0.00                0.00           715056.54                0.00                0.00
  41                0.00                0.00                0.00          1017380.38                0.00                0.00
  42          2933536.28           204896.62          3646379.89          2538897.99                0.00                0.00
  43          3512209.52          1971965.64          3650292.49          2187687.49                0.00                0.00
  44          4948715.48          9557266.69          5107052.84          2067538.45                0.00                0.00
  45          5819468.95         10206465.95          5499424.28                0.00                0.00                0.00
  46          7456679.44          2007848.85          6099603.40                0.00                0.00                0.00
  47          6012483.23                0.00          3642961.56                0.00                0.00                0.00
  48          4329768.81                0.00          2914401.70           268779.09                0.00                0.00
  49          1895602.39                0.00          2022021.16            40518.17                0.00                0.00
  50           454490.98                0.00           601570.33           974998.56                0.00                0.00
  51                0.00                0.00                0.00           718431.93                0.00                0.00
  52                0.00                0.00                0.00           520209.23                0.00                0.00
  53                0.00                0.00                0.00          1625300.17                0.00                0.00
  54          2012745.76           138059.07          2663941.45          1973713.21                0.00                0.00
  55          3165205.50          1787084.75          4189302.57          3035804.16                0.00                0.00
  56          4780271.67          9271220.22          5867978.05          4469122.02                0.00                0.00
  57          5582576.65         10272190.31          5891394.96          5083133.09                0.00                0.00
  58          5953651.08          2070002.07          6275284.09          5211499.95                0.00                0.00
  59          5708092.82                0.00          5690020.17          1830861.33                0.00                0.00
  60          3952718.87                0.00          3986381.16           401092.54                0.00                0.00
  61          2630116.82                0.00          2511164.65           166423.09                0.00                0.00
  62           635983.97                0.00           646487.48           702115.73                0.00                0.00
  63                0.00                0.00                0.00           752811.15                0.00                0.00
  64                0.00                0.00                0.00           763897.82                0.00                0.00
  65                0.00                0.00                0.00          1274697.45                0.00                0.00
  66          2331951.11           189587.85          2996771.12          2134725.74                0.00                0.00
  67          3510463.27          2128184.87          4398092.32          3189081.20                0.00                0.00
  68          4921087.79          9360073.74          5517158.15          4407207.94                0.00                0.00
  69          6349876.04         10804925.12          5827913.55          5077778.37                0.00                0.00
  70          7305674.73          1841619.66          6885514.41          2156930.08                0.00                0.00
  71          6501694.50                0.00          6159277.57           407728.66                0.00                0.00
  72          3971037.91                0.00          3884948.69           549849.14                0.00                0.00
  73          2351584.18                0.00          2735341.14          1129007.93                0.00                0.00
  74           514369.92                0.00           604098.11          1163374.80                0.00                0.00
  75                0.00                0.00                0.00           774881.77                0.00                0.00
  76                0.00                0.00                0.00           966237.73                0.00                0.00
  77                0.00                0.00                0.00          1014028.95                0.00                0.00
  78          2503955.60           193400.97          3329118.41          2324331.03                0.00                0.00
  79          3392455.97          2047462.55          4050672.23          3114586.82                0.00                0.00
  80          5675137.27         11386276.16          5683878.86          4869604.71                0.00                0.00
  81          5437725.81         10318390.18          5581424.90          3125643.07                0.00                0.00
  82          3925472.38          1278241.05          4162751.48          1486700.24                0.00                0.00
  83           485245.30                0.00           601310.41           456695.73                0.00                0.00
  84           484636.57                0.00           644543.90           446863.66                0.00                0.00
  85           263251.97                0.00           333008.62           235308.26                0.00                0.00
  86           118887.99                0.00           150393.87           243750.12                0.00                0.00
  87                0.00                0.00                0.00           725397.89                0.00                0.00
  88                0.00                0.00                0.00           799289.94                0.00                0.00
  89                0.00                0.00                0.00          1016938.97                0.00                0.00
  90          2369263.62           187772.85          2996844.54          2172374.38                0.00                0.00
  91          3566632.63          2107810.94          4352884.15          3150693.71                0.00                0.00
  92          3948772.36          7319140.24          4757682.23          3659025.25                0.00                0.00
  93          6105818.92         10127562.61          6536031.63          5331827.07                0.00                0.00
  94          7354290.01          1923545.95          6991821.03          5779524.48                0.00                0.00
  95          6469759.85                0.00          6166657.27          1403748.31                0.00                0.00
  96          4460973.54                0.00          4447851.60          1165406.72                0.00                0.00
  97          2537943.85                0.00          2764408.05          1438379.94                0.00                0.00
  98           477380.44                0.00           601561.59           991945.79                0.00                0.00
  99                0.00                0.00                0.00           725295.18                0.00                0.00
 100                0.00                0.00                0.00           975907.79                0.00                0.00
 101                0.00                0.00                0.00          1658176.78                0.00                0.00
 102          2114113.40           149863.56          2663646.67          1868030.02                0.00                0.00
 103          3580353.33          1983185.74          4047409.63          3033498.75                0.00                0.00
 104          5240467.40          9588788.99          4911990.12          4137780.79                0.00                0.00
 105          5942331.53         10311778.88          5506471.14          2201412.42                0.00                0.00
 106          6995514.73          1970823.45          6600423.33           180212.45                0.00                0.00
 107          5804455.73                0.00          5540898.05           318064.68                0.00                0.00
 108          4616350.59                0.00          4405176.56                0.00                0.00                0.00
 109          2364265.74                0.00          2934922.99           468744.38                0.00                0.00
 110           574342.34                0.00           751896.80          1184752.21                0.00                0.00
 111                0.00                0.00                0.00           718036.06                0.00                0.00
 112                0.00                0.00                0.00           765607.03                0.00                0.00
 113                0.00                0.00                0.00          1317978.07                0.00                0.00
 114          1526109.05           155352.85          1997855.20          1430723.32                0.00                0.00
 115          3692199.80          2586188.17          4821083.59          3457182.38                0.00                0.00
 116          4830064.51          9664560.90          5386672.67          4303879.51                0.00                0.00
 117          2690645.50          4462344.78          2580688.76          2305781.98                0.00                0.00
 118          5643167.65          1233720.83          5741118.58          4245633.78                0.00                0.00
 119          5711088.13                0.00          5687142.07           890882.18                0.00                0.00
 120          3982214.31                0.00          3911174.97           250251.54                0.00                0.00
 121          2407479.69                0.00          2817285.57          1669007.13                0.00                0.00
 122           462748.44                0.00           601477.44           921148.85                0.00                0.00
 123                0.00                0.00                0.00           712321.81                0.00                0.00
 124                0.00                0.00                0.00           960462.49                0.00                0.00
 125                0.00                0.00                0.00          1125869.48                0.00                0.00
 126          2561643.15           234408.48          3329269.81          2341473.10                0.00                0.00
 127          3222712.84          2108158.57          3844445.99          2915001.27                0.00                0.00
 128          5635854.81         11998192.96          5719815.77          1686336.86                0.00                0.00
 129          5822421.23         10365233.69          5717223.68           139687.91                0.00                0.00
 130          6741303.20          1587053.09          5091873.69           624415.83                0.00                0.00
 131          6235444.39                0.00          3860023.62                0.00                0.00                0.00
 132          4206676.96                0.00          3103540.68           644837.37                0.00                0.00
 133          2325595.29                0.00          2107564.86           307881.50                0.00                0.00
 134           436593.87                0.00           416257.49           885664.55                0.00                0.00
 135                0.00                0.00                0.00           773366.69                0.00                0.00
 136                0.00                0.00                0.00           992283.56                0.00                0.00
 137                0.00                0.00                0.00          1417371.52                0.00                0.00
 138          3200220.83           301952.85          3926883.77          2768119.43                0.00                0.00
 139          3613128.11          2345777.17          3842462.06          3089258.78                0.00                0.00
 140          4780242.84          8905255.17          4749270.62          3959178.07                0.00                0.00
 141          5519440.81          9025072.99          5106886.15          3461019.17                0.00                0.00
 142          6510154.91          1284774.77          6205722.84          1167027.00                0.00                0.00
 143          6253988.81                0.00          5469359.21                0.00                0.00                0.00
 144          4620721.88                0.00          3551343.56           191218.34                0.00                0.00
 145          2194204.02                0.00          2077036.53                0.00                0.00                0.00
 146           473057.65                0.00           554113.42           909356.76                0.00                0.00
 147                0.00                0.00                0.00           765887.24                0.00                0.00
 148                0.00                0.00                0.00          1003649.07                0.00                0.00
 149                0.00                0.00                0.00          3343495.81                0.00                0.00
 150          3019118.64           257168.86          3995752.62          2908857.83                0.00                0.00
 151          2678250.88          1701152.79          3544764.65          2574561.81                0.00                0.00
 152          5031864.40         10023259.82          6092765.09          4515022.10                0.00                0.00
 153          6614633.75         11756438.98          6425412.00          5270657.78                0.00                0.00
 154          7244226.51          1946345.12          7546296.13          3259437.69                0.00                0.00
 155          5682169.14                0.00          6488298.72          3713148.23                0.00                0.00
 156          4173822.81                0.00          4212799.56           365264.56                0.00                0.00
 157          2865514.88                0.00          2726449.87            76623.59                0.00                0.00
 158           580537.54                0.00           734467.69          1163004.00                0.00                0.00
 159                0.00                0.00                0.00           761885.79                0.00                0.00
 160                0.00                0.00                0.00          1260927.65                0.00                0.00
 161                0.00                0.00                0.00          2017531.87                0.00                0.00
 162          2331951.11           252451.19          2996294.83          2089615.70                0.00                0.00
 163          4011958.02          2886689.84          4664309.65          3546861.78                0.00                0.00
 164          4914152.68          9651896.40          5007625.31          4297078.70                0.00                0.00
 165          6244801.40          9954405.30          5787242.92          3967577.51                0.00                0.00
 166          7496335.71          1266024.55          7104578.10          1206174.62                0.00                0.00
 167          6268791.90                0.00          5747613.17           333961.29                0.00                0.00
 168          4337122.32                0.00          3595084.48                0.00                0.00                0.00
 169          2291618.79                0.00          2817222.59          1300707.72                0.00                0.00
 170           565409.55                0.00           751903.36          1162452.91                0.00                0.00
 171                0.00                0.00                0.00          1195083.51                0.00                0.00
 172                0.00                0.00                0.00           972390.90                0.00                0.00
 173                0.00                0.00                0.00          1465220.25                0.00                0.00
 174          2754351.65           287387.11          3661957.84          2560922.27                0.00                0.00
 175          3150138.16          2261615.44          3818424.86          2925078.64                0.00                0.00
 176          4255623.45          8733129.60          5206834.97          4019968.50                0.00                0.00
 177          4725442.50          8263392.62          4610775.73          4239126.56                0.00                0.00
 178          6472457.97          1424137.38          6468034.34          3729945.76                0.00                0.00
 179          6316221.60                0.00          6351839.17           843195.16                0.00                0.00
 180          3701406.26                0.00          3361463.86           172838.33                0.00                0.00
 181          2343893.13                0.00          2133172.12           383711.56                0.00                0.00
 182           474187.72                0.00           595644.29           949992.03                0.00                0.00
 183                0.00                0.00                0.00           748122.42                0.00                0.00
 184                0.00                0.00                0.00           790320.98                0.00                0.00
 185                0.00                0.00                0.00          1298469.82                0.00                0.00
 186          1579508.74           166689.55          1997970.76          1477461.46                0.00                0.00
 187          3057113.68          2144290.84          3867067.59          2784467.30                0.00                0.00
 188          5000721.20          9562121.30          5512820.81          4344250.52                0.00                0.00
 189          6142869.71          9575422.90          5674755.72          4846089.03                0.00                0.00
 190          7261803.79          1238320.36          6825614.41          1871354.63                0.00                0.00
 191          5791230.63                0.00          5459671.47          1065796.03                0.00                0.00
 192          4095680.69                0.00          3723037.00           100396.02                0.00                0.00
 193          2049608.15                0.00          2244437.63           141238.83                0.00                0.00
 194           465268.10                0.00           585499.99           958762.53                0.00                0.00
 195                0.00                0.00                0.00           732282.46                0.00                0.00
 196                0.00                0.00                0.00           695046.48                0.00                0.00
 197                0.00                0.00                0.00          1134120.30                0.00                0.00
 198          2642641.75           253059.09          3306471.76          2292259.27                0.00                0.00
 199          3580322.78          2359124.19          3802964.88          3025652.80                0.00                0.00
 200          5455817.62         10415931.03          5159175.32          4493023.10                0.00                0.00
 201          5666773.51          9272852.11          5305095.04          2311082.50                0.00                0.00
 202          6531960.33          1261558.13          5949752.34           463126.85                0.00                0.00
 203          5791132.48                0.00          4548964.59            71968.53                0.00                0.00
 204          3660628.20                0.00          2760234.46            78467.98                0.00                0.00
 205          1998304.58                0.00          2554941.57          1858318.54                0.00                0.00
 206           574342.34                0.00           751877.26          1124974.14                0.00                0.00
 207                0.00                0.00                0.00           734027.11                0.00                0.00
 208                0.00                0.00                0.00           763119.51                0.00                0.00
 209                0.00                0.00                0.00          1458207.54                0.00                0.00
 210          2034812.07           269009.27          2663493.30          1886855.65                0.00                0.00
 211          3199906.56          2646970.88          3770145.14          2823378.94                0.00                0.00
 212          4823774.14          9905414.54          5101633.14          4269490.02                0.00                0.00
 213          5541451.45          8870851.81          5340398.33          3851988.54                0.00                0.00
 214          6161422.86           827168.51          6145221.75          1045530.52                0.00                0.00
 215          5476819.92                0.00          5398534.45                0.00                0.00                0.00
 216          3888932.87                0.00          3467961.14                0.00                0.00                0.00
 217          2112763.68                0.00          2168899.31           358594.54                0.00                0.00
 218           578435.78                0.00           751940.81          1166384.83                0.00                0.00
 219                0.00                0.00                0.00           734113.86                0.00                0.00
 220                0.00                0.00                0.00           945723.66                0.00                0.00
 221                0.00                0.00                0.00          1132232.99                0.00                0.00
 222          2049314.52           206279.46          2663772.23          1882462.39                0.00                0.00
 223          3470613.30          2403780.84          4087288.32          3027145.28                0.00                0.00
 224          5118680.97         10139549.90          5886867.94          4616785.60                0.00                0.00
 225          5383952.21          9351138.28          5819688.44          5085507.85                0.00                0.00
 226          6470180.69          1399523.72          6330834.07           852274.77                0.00                0.00
 227          5563121.94                0.00          4684220.16           293546.47                0.00                0.00
 228          4244550.12                0.00          3168053.59            57415.58                0.00                0.00
 229          2519332.83                0.00          2876628.07          1412463.41                0.00                0.00
 230           580846.88                0.00           696534.51          1194469.10                0.00                0.00
 231                0.00                0.00                0.00           735969.80                0.00                0.00
 232                0.00                0.00                0.00           770034.97                0.00                0.00
 233                0.00                0.00                0.00          1352993.23                0.00                0.00
 234          2400166.14           248032.76          2996802.90          2166437.58                0.00                0.00
 235          3096987.90          2127124.96          3865444.64          2789207.18                0.00                0.00
 236          4266961.10          7989737.72          4882418.98          3735551.22                0.00                0.00
 237          5632078.07          8491490.12          5363554.64          4687900.00                0.00                0.00
 238          6763905.93          1183031.70          6472466.34          3821804.04                0.00                0.00
 239          5772912.75                0.00          5461728.18                0.00                0.00                0.00
 240          4252583.82                0.00          4267145.80          1091645.40                0.00                0.00
 241          2220199.70                0.00          2592356.98           784695.36                0.00                0.00
 242           454490.98                0.00           601510.89           935724.12                0.00                0.00
 243                0.00                0.00                0.00           770511.42                0.00                0.00
 244                0.00                0.00                0.00           936590.31                0.00                0.00
 245                0.00                0.00                0.00          1076545.32                0.00                0.00
 246          1761153.03           199757.10          2331053.51          1782817.67                0.00                0.00
 247          2678250.88          2019027.10          3521040.14          2490248.23                0.00                0.00
 248          3773898.79          7756142.04          4463578.35          3499332.21                0.00                0.00
 249          5109006.41          8443118.87          5569671.88          4649383.76                0.00                0.00
 250          4982562.76           939254.94          4993079.70          4154583.85                0.00                0.00
 251          4830001.31                0.00          4846211.80          1804321.36                0.00                0.00
 252          4591466.50                0.00          4644603.92           488658.19                0.00                0.00
 253          1976235.70                0.00          2315495.85          1594948.77                0.00                0.00
 254           554530.43                0.00           625997.34           718841.19                0.00                0.00
 255                0.00                0.00                0.00           779542.41                0.00                0.00
 256                0.00                0.00                0.00           879804.37                0.00                0.00
 257                0.00                0.00                0.00          1513125.62                0.00                0.00
 258          1950034.15           103023.31          2506088.37          1867994.02                0.00                0.00
 259          3195541.96          1744266.84          4106815.62          2886178.27                0.00                0.00
 260          5008263.40          9187104.68          5533666.61          4313124.16                0.00                0.00
 261          5022260.14          9105399.15          4793003.98          4133647.60                0.00                0.00
 262          5558060.38          2066866.16          5270121.95          1220677.08                0.00                0.00
 263          5272163.64                0.00          4922367.93                0.00                0.00                0.00
 264          3926417.50                0.00          3369417.69                0.00                0.00                0.00
 265          1866673.13                0.00          2276088.47           481071.53                0.00                0.00
 266           541750.77                0.00           718368.73           922159.83                0.00                0.00
 267                0.00                0.00                0.00          1202617.83                0.00                0.00
 268                0.00                0.00                0.00          1043898.34                0.00                0.00
 269                0.00                0.00                0.00          1350280.41                0.00                0.00
 270          2454978.30           164869.56          3264303.95          2296036.51                0.00                0.00
 271          3471631.88          2160680.58          4313550.99          3165242.42                0.00                0.00
 272          4697502.86          8983231.22          5474944.81          4254627.13                0.00                0.00
 273          5416172.90         10709778.11          5223186.39          4467003.65                0.00                0.00
 274          5821531.39          2433952.68          6131976.47          3082912.13                0.00                0.00
 275          4626473.13                0.00          4350862.82          1417873.74                0.00                0.00
 276          3279384.63                0.00          3349423.86           851993.67                0.00                0.00
 277          2576269.12                0.00          2715687.81          1579876.29                0.00                0.00
 278           729986.75                0.00           538526.12           576328.30                0.00                0.00
 279                0.00                0.00                0.00           867659.17                0.00                0.00
 280                0.00                0.00                0.00          1097996.65                0.00                0.00
 281                0.00                0.00                0.00          1240625.92                0.00                0.00
 282          2534550.88           143696.47          3205659.08          2282818.79                0.00                0.00
 283          3559939.02          1838086.02          4206668.35          3066782.86                0.00                0.00
 284          4975889.43          9117763.75          5086063.33          4241723.65                0.00                0.00
 285          5894958.14         11027388.23          5411710.71          1582413.58                0.00                0.00
 286          6141594.60          2285439.53          4251253.86           327268.80                0.00                0.00
 287          5323081.21                0.00          3504731.74           403602.32                0.00                0.00
 288          4035985.85                0.00          3362136.47           743538.60                0.00                0.00
 289          2288760.68                0.00          2816782.29          2044230.59                0.00                0.00
 290           581957.30                0.00           733275.86           891078.91                0.00                0.00
 291                0.00                0.00                0.00           686634.86                0.00                0.00
 292                0.00                0.00                0.00          1217202.85                0.00                0.00
 293                0.00                0.00                0.00          1650583.76                0.00                0.00
 294          2681903.56           187360.56          3378713.39          2355370.63                0.00                0.00
 295          3647805.00          1996030.52          4087249.69          3086082.85                0.00                0.00
 296          4988934.50          8717927.68          5265968.14          4299985.78                0.00                0.00
 297          6116318.35         10889266.44          5689385.65          3978113.32                0.00                0.00
 298          5856365.25          1918013.40          4886336.98          1769367.46                0.00                0.00
 299          5061849.83                0.00          3817865.73           749843.06                0.00                0.00
 300          3631960.48                0.00          2640576.69           125053.91                0.00                0.00
 301          2113260.37                0.00          2195085.79           601793.17                0.00                0.00
 302           491983.98                0.00           553696.71           907062.88                0.00                0.00
 303                0.00                0.00                0.00           519757.75                0.00                0.00
 304                0.00                0.00                0.00           628094.01                0.00                0.00
 305                0.00                0.00                0.00          1107450.04                0.00                0.00
 306          2271521.83           195423.48          2973692.38          2125382.49                0.00                0.00
 307          4089191.53          2169816.66          5089842.41          3711362.73                0.00                0.00
 308          4938021.07          9481995.32          5371611.79          4418427.80                0.00                0.00
 309          5683918.65         10747871.31          5507996.34          4537646.99                0.00                0.00
 310          6032851.98          2231619.36          5931757.91          1482504.26                0.00                0.00
 311          5305064.73                0.00          5024414.93           348259.30                0.00                0.00
 312          3487678.93                0.00          3124371.63            89048.31                0.00                0.00
 313          1618707.05                0.00          1942823.66          1066882.74                0.00                0.00
 314           590796.90                0.00           767963.04          1021513.79                0.00                0.00
 315                0.00                0.00                0.00           392472.41                0.00                0.00
 316                0.00                0.00                0.00           452570.61                0.00                0.00
 317                0.00                0.00                0.00          1127500.52                0.00                0.00
 318          2156278.56           162686.71          2802932.13          2042947.06                0.00                0.00
 319          3400335.47          1875894.79          4420172.44          3155912.87                0.00                0.00
 320          5324577.97          9997389.87          6013674.70          4638821.87                0.00                0.00
 321          5719695.51         10387209.85          5472400.74          4678543.45                0.00                0.00
 322          6336803.37          2430107.39          6119830.35          1917189.21                0.00                0.00
 323          4855453.32                0.00          4975004.24          1214015.66                0.00                0.00
 324          3141344.34                0.00          3146802.28           364530.24                0.00                0.00
 325          2252855.36                0.00          2366477.83           491356.34                0.00                0.00
 326           541333.71                0.00           658359.88           714096.91                0.00                0.00
 327                0.00                0.00                0.00           464544.18                0.00                0.00
 328                0.00                0.00                0.00           678425.83                0.00                0.00
 329                0.00                0.00                0.00          1313273.61                0.00                0.00
 330          2528998.59           197933.90          3157708.20          2305040.04                0.00                0.00
 331          3517634.84          1845414.61          4382392.68          3115047.57                0.00                0.00
 332          5110832.83          8879390.50          5888588.35          4482818.76                0.00                0.00
 333          5951056.09         10935412.76          5700341.35          3649876.56                0.00                0.00
 334          6279470.09          2231481.25          5510358.41           384856.84                0.00                0.00
 335          5236900.37                0.00          3845855.79                0.00                0.00                0.00
 336          3776632.29                0.00          2931219.13                0.00                0.00                0.00
 337          1868030.15                0.00          1948528.80           753535.58                0.00                0.00
 338           532035.92                0.00           341111.87           199731.70                0.00                0.00
 339                0.00                0.00                0.00           482908.59                0.00                0.00
 340                0.00                0.00                0.00           743952.56                0.00                0.00
 341                0.00                0.00                0.00           978944.40                0.00                0.00
 342          2363514.58           185282.71          3128020.57          2228642.75                0.00                0.00
 343          3443823.20          2119815.04          4356050.26          3218230.56                0.00                0.00
 344          4759547.72          8943002.18          5438168.77          4370606.11                0.00                0.00
 345          5926883.69         11504283.53          5633292.79          4859723.80                0.00                0.00
 346          5855727.33          2248632.48          5881072.56          1699082.02                0.00                0.00
 347          4989636.40                0.00          5383227.83          1781628.98                0.00                0.00
 348          3358102.59                0.00          3632229.92          1194289.77                0.00                0.00
 349          2297696.66                0.00          2426346.70          1019591.12                0.00                0.00
 350           602155.56                0.00           601098.65            75416.85                0.00                0.00
 351                0.00                0.00                0.00           521670.20                0.00                0.00
 352                0.00                0.00                0.00           650847.25                0.00                0.00
 353                0.00                0.00                0.00          1505947.78                0.00                0.00
 354          2615072.80           173187.71          3349407.19          2306769.85                0.00                0.00
 355          4188925.19          2251497.95          4514260.44          3574257.55                0.00                0.00
 356          4500234.13          8666677.18          4618384.59          1796390.50                0.00                0.00
 357          5804609.40         10454219.57          5879197.92          1746929.25                0.00                0.00
 358          6540526.42          2339719.54          6124812.59           763783.95                0.00                0.00
 359          5270469.83                0.00          3919701.14           151429.09                0.00                0.00
 360          3416572.08                0.00          2625355.86                0.00                0.00                0.00
 361          1895453.04                0.00          1969226.30                0.00                0.00                0.00
 362           450040.68                0.00           463191.78           483993.79                0.00                0.00
 363                0.00                0.00                0.00           415796.87                0.00                0.00
 364                0.00                0.00                0.00           624696.93                0.00                0.00
 365                0.00                0.00                0.00          1191098.62                0.00                0.00
 366          2942157.93           238026.49          3911712.72          2686884.60                0.00                0.00
