               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 292                0.00                0.00                0.00          1217202.85                0.00                0.00
 293                0.00                0.00                0.00          1650583.76                0.00                0.00
 294          3869071.58            90354.96          4439708.30          2355370.63                0.00                0.00
 295          5262537.73           962589.19          5471793.28          3086082.85                0.00                0.00
 296          7198810.76          4204443.64          7086584.11          4299985.78                0.00                0.00
 297          8811068.68          5252488.56          7849867.13          3978113.32                0.00                0.00
 298          8386690.57           935384.88          6431035.09          1769367.46                0.00                0.00
 299          7260540.96                0.00          4591728.67           749843.06                0.00                0.00
 300          5214062.26                0.00          3143473.79           125053.91                0.00                0.00
 301          3197489.31                0.00          2754172.76           601793.17                0.00                0.00
 302           739248.59                0.00           716035.53           907062.88                0.00                0.00
 303                0.00                0.00                0.00           519757.75                0.00                0.00
 304                0.00                0.00                0.00           628094.01                0.00                0.00
 305                0.00                0.00                0.00          1107450.04                0.00                0.00
 306          3418981.13            91397.94          3907528.73          2125382.49                0.00                0.00
 307          6154846.72          1014805.28          6740749.24          3711362.73                0.00                0.00
 308          7433668.21          4434909.43          7247165.86          4418427.80                0.00                0.00
 309          8689455.39          4982993.25          7598076.03          4537646.99                0.00                0.00
 310          9286240.64          1026363.89          8214223.19          1482504.26                0.00                0.00
 311          8214288.24                0.00          6260627.81           348259.30                0.00                0.00
 312          5373096.96                0.00          3717714.98            89048.31                0.00                0.00
 313          2331952.51                0.00          2602562.23          1066882.74                0.00                0.00
 314           861004.07                0.00          1009124.76          1021513.79                0.00                0.00
 315                0.00                0.00                0.00           392472.41                0.00                0.00
 316                0.00                0.00                0.00           452570.61                0.00                0.00
 317                0.00                0.00                0.00          1127500.52                0.00                0.00
 318          3142475.22            79953.37          3683119.31          2042947.06                0.00                0.00
 319          4955514.64           921919.90          5808007.54          3155912.87                0.00                0.00
 320          7762358.19          4913867.14          8073356.07          4638821.87                0.00                0.00
 321          8364033.02          5110857.94          7534376.90          4678543.45                0.00                0.00
 322          9239849.79          1202073.13          8480421.46          1917189.21                0.00                0.00
 323          7133042.86                0.00          6831586.64          1214015.66                0.00                0.00
 324          4623499.37                0.00          4286168.53           364530.24                0.00                0.00
 325          3244465.90                0.00          3207301.68           491356.34                0.00                0.00
 326           775516.48                0.00           845708.42           714096.91                0.00                0.00
 327                0.00                0.00                0.00           464544.18                0.00                0.00
 328                0.00                0.00                0.00           678425.83                0.00                0.00
 329                0.00                0.00                0.00          1313273.61                0.00                0.00
 330          3599739.91            96763.44          4149312.39          2305040.04                0.00                0.00
 331          5006950.41           902163.11          5758960.56          3115047.57                0.00                0.00
 332          7274685.31          4340874.02          7837547.30          4482818.76                0.00                0.00
 333          8532241.51          5341757.79          7877149.56          3649876.56                0.00                0.00
 334          8993484.81          1092244.88          7272840.88           384856.84                0.00                0.00
 335          7502303.44                0.00          4525481.61                0.00                0.00                0.00
 336          5413484.25                0.00          3445932.62                0.00                0.00                0.00
 337          2925595.11                0.00          2460518.29           753535.58                0.00                0.00
 338           837684.11                0.00           423888.13           199731.70                0.00                0.00
 339                0.00                0.00                0.00           482908.59                0.00                0.00
 340                0.00                0.00                0.00           743952.56                0.00                0.00
 341                0.00                0.00                0.00           978944.40                0.00                0.00
 342          3627064.50            84741.93          4110289.52          2228642.75                0.00                0.00
 343          5284912.96           969530.40          5764492.09          3218230.56                0.00                0.00
 344          7302986.98          4090404.73          7300612.58          4370606.11                0.00                0.00
 345          9148754.41          5257244.61          7806082.41          4859723.80                0.00                0.00
 346          9078947.77          1033704.42          8146263.26          1699082.02                0.00                0.00
 347          7716950.18                0.00          7011131.28          1781628.98                0.00                0.00
 348          5191562.59                0.00          4517517.03          1194289.77                0.00                0.00
 349          3277603.76                0.00          3299442.48          1019591.12                0.00                0.00
 350           858750.50                0.00           715744.57            75416.85                0.00                0.00
 351                0.00                0.00                0.00           521670.20                0.00                0.00
 352                0.00                0.00                0.00           650847.25                0.00                0.00
 353                0.00                0.00                0.00          1505947.78                0.00                0.00
 354          3757704.77            86093.89          4402038.85          2306769.85                0.00                0.00
 355          6016267.32          1119249.24          6077092.74          3574257.55                0.00                0.00
 356          6428770.58          4308644.81          6300521.95          1796390.50                0.00                0.00
 357          8291223.84          5150075.04          8041555.20          1746929.25                0.00                0.00
 358          9333972.71          1156101.83          8395594.28           763783.95                0.00                0.00
 359          7518166.27                0.00          4624350.07           151429.09                0.00                0.00
 360          4892616.87                0.00          3117419.01                0.00                0.00                0.00
 361          3019067.82                0.00          2421792.38                0.00                0.00                0.00
 362           739500.51                0.00           587951.60           483993.79                0.00                0.00
 363                0.00                0.00                0.00           415796.87                0.00                0.00
 364                0.00                0.00                0.00           624696.93                0.00                0.00
 365                0.00                0.00                0.00          1191098.62                0.00                0.00
 366          4483704.61           110997.82          5140083.49          2686884.60                0.00                0.00
 367          6503606.49          1078337.44          6466565.43          3783734.90                0.00                0.00
 368          7996378.57          4876250.11          7040553.98          4272673.87                0.00                0.00
 369          8824726.66          5243388.58          8231732.25          1832152.89                0.00                0.00
 370          9280418.98          1151706.04          6672854.93                0.00                0.00                0.00
 371          7132828.63                0.00          4659799.48           881555.28                0.00                0.00
 372          4450263.51                0.00          3958121.36          2057737.10                0.00                0.00
 373          2945687.00                0.00          2519435.43           991093.37                0.00                0.00
 374           587135.39                0.00           663536.23           813914.06                0.00                0.00
 375                0.00                0.00                0.00           402466.27                0.00                0.00
 376                0.00                0.00                0.00           830027.10                0.00                0.00
 377                0.00                0.00                0.00          1401295.54                0.00                0.00
 378          4436461.90           104589.66          5012330.34          2604940.24                0.00                0.00
 379          5324541.06           871839.66          5601270.46          3210750.81                0.00                0.00
 380          7244095.11          4146305.07          6794071.02          4143801.95                0.00                0.00
 381          8256034.88          4691545.17          7778937.85          4677097.91                0.00                0.00
 382          9248544.00          1014556.69          7905886.29          1431035.17                0.00                0.00
 383          7289992.28                0.00          3117541.72           279968.42                0.00                0.00
 384          2993665.95                0.00          1427855.53           230953.42                0.00                0.00
 385          1894354.36                0.00           882721.08           239180.02                0.00                0.00
 386           670587.43                0.00           769679.77           862009.80                0.00                0.00
 387                0.00                0.00                0.00           304761.59                0.00                0.00
 388                0.00                0.00                0.00           784195.14                0.00                0.00
 389                0.00                0.00                0.00          1292118.14                0.00                0.00
 390          2683802.25            72989.43          3080204.43          1715722.28                0.00                0.00
 391          5649396.47          1047554.45          6132508.55          3435320.04                0.00                0.00
 392          7656153.46          4714927.13          7433597.00          4565997.97                0.00                0.00
 393          8077331.02          4795774.55          7353768.29          4465009.55                0.00                0.00
 394          9738634.70          1201952.38          8833541.85          1780928.82                0.00                0.00
 395          7227268.36                0.00          6263139.98           835858.94                0.00                0.00
 396          4988701.54                0.00          4477463.90           785621.15                0.00                0.00
 397          3001682.74                0.00          2886068.00           926761.01                0.00                0.00
 398           672447.22                0.00           736793.60           816905.95                0.00                0.00
 399                0.00                0.00                0.00           361646.75                0.00                0.00
 400                0.00                0.00                0.00           626122.49                0.00                0.00
 401                0.00                0.00                0.00          1100576.21                0.00                0.00
 402          3322226.69            73082.21          3796948.67          2056501.98                0.00                0.00
 403          5464438.13           929977.74          5998666.26          3223775.04                0.00                0.00
 404          8354705.80          4999332.39          7836316.48          4811708.30                0.00                0.00
 405          8891336.62          5160914.17          7833966.39          3930848.99                0.00                0.00
 406          9678130.50          1078615.39          8636151.25            19608.46                0.00                0.00
 407          7925845.95                0.00          6430628.10           435381.04                0.00                0.00
 408          4885251.95                0.00          4465241.06           179634.25                0.00                0.00
 409          2534190.04                0.00          3000409.94           455937.28                0.00                0.00
 410           695061.66                0.00           814638.56           667960.80                0.00                0.00
 411                0.00                0.00                0.00           403959.37                0.00                0.00
 412                0.00                0.00                0.00           705428.30                0.00                0.00
 413                0.00                0.00                0.00           893803.07                0.00                0.00
 414          3452076.36            90722.95          4045872.52          2179136.50                0.00                0.00
 415          5713634.42          1034209.34          6521606.36          3479213.69                0.00                0.00
 416          7872842.56          4976313.42          7503970.05          4611989.77                0.00                0.00
 417          8641244.49          5479878.77          7763217.99          3459963.70                0.00                0.00
 418          8898339.37          1144256.59          8274552.46          1006614.92                0.00                0.00
 419          7529972.21                0.00          7079761.58           965269.76                0.00                0.00
 420          5041771.72                0.00          4579443.89           754501.64                0.00                0.00
