               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 163                0.00                0.00                0.00         12917990.10                0.00                0.00
 164                0.00                0.00                0.00         11369276.50                0.00                0.00
 165                0.00                0.00                0.00          2027210.67                0.00                0.00
 166                0.00                0.00                0.00           764953.09                0.00                0.00
 167                0.00                0.00                0.00          1007731.51                0.00                0.00
 168                0.00                0.00                0.00                0.00                0.00                0.00
 169                0.00                0.00                0.00          4754230.52                0.00                0.00
 170                0.00                0.00                0.00          4311492.68                0.00                0.00
 171                0.00                0.00                0.00          4449328.78                0.00                0.00
 172                0.00                0.00                0.00          3575987.69                0.00                0.00
 173                0.00                0.00                0.00          4992715.96                0.00                0.00
 174                0.00                0.00                0.00          9702659.10                0.00                0.00
 175                0.00                0.00                0.00         10805367.70                0.00                0.00
 176                0.00                0.00                0.00         14469274.47                0.00                0.00
 177                0.00                0.00                0.00          9955653.86                0.00                0.00
 178                0.00                0.00                0.00          1241747.86                0.00                0.00
 179                0.00                0.00                0.00           834904.21                0.00                0.00
 180                0.00                0.00                0.00                0.00                0.00                0.00
 181                0.00                0.00                0.00          1283237.99                0.00                0.00
 182                0.00                0.00                0.00          3469579.22                0.00                0.00
 183                0.00                0.00                0.00          2700825.61                0.00                0.00
 184                0.00                0.00                0.00          2743043.09                0.00                0.00
 185                0.00                0.00                0.00          4825895.51                0.00                0.00
 186                0.00                0.00                0.00          5382845.85                0.00                0.00
 187                0.00                0.00                0.00         10337772.99                0.00                0.00
 188                0.00                0.00                0.00         14506610.61                0.00                0.00
 189                0.00                0.00                0.00          6032145.41                0.00                0.00
 190                0.00                0.00                0.00                0.00                0.00                0.00
 191                0.00                0.00                0.00          2737361.78                0.00                0.00
 192                0.00                0.00                0.00                0.00                0.00                0.00
 193                0.00                0.00                0.00           461582.79                0.00                0.00
 194                0.00                0.00                0.00          3394404.66                0.00                0.00
 195                0.00                0.00                0.00          2684970.76                0.00                0.00
 196                0.00                0.00                0.00          2647675.19                0.00                0.00
 197                0.00                0.00                0.00          4073701.21                0.00                0.00
 198                0.00                0.00                0.00          8767468.25                0.00                0.00
 199                0.00                0.00                0.00          9357345.30                0.00                0.00
 200                0.00                0.00                0.00          7401928.95                0.00                0.00
 201                0.00                0.00                0.00           260175.20                0.00                0.00
 202                0.00                0.00                0.00          1310586.74                0.00                0.00
 203                0.00                0.00                0.00           244665.34                0.00                0.00
 204                0.00                0.00                0.00           266760.94                0.00                0.00
 205                0.00                0.00                0.00          6874119.82                0.00                0.00
 206                0.00                0.00                0.00          4274031.02                0.00                0.00
 207                0.00                0.00                0.00          2686727.75                0.00                0.00
 208                0.00                0.00                0.00          2715824.44                0.00                0.00
 209                0.00                0.00                0.00          5111685.24                0.00                0.00
 210                0.00                0.00                0.00          7087891.99                0.00                0.00
 211                0.00                0.00                0.00         10262642.38                0.00                0.00
 212                0.00                0.00                0.00         10626470.62                0.00                0.00
 213                0.00                0.00                0.00          3030504.05                0.00                0.00
 214                0.00                0.00                0.00                0.00                0.00                0.00
 215                0.00                0.00                0.00                0.00                0.00                0.00
 216                0.00                0.00                0.00                0.00                0.00                0.00
 217                0.00                0.00                0.00          1269223.65                0.00                0.00
 218                0.00                0.00                0.00          4315317.30                0.00                0.00
 219                0.00                0.00                0.00          2685144.22                0.00                0.00
 220                0.00                0.00                0.00          3549260.90                0.00                0.00
 221                0.00                0.00                0.00          4071786.56                0.00                0.00
 222                0.00                0.00                0.00          7087988.96                0.00                0.00
 223                0.00                0.00                0.00         11091700.60                0.00                0.00
 224                0.00                0.00                0.00         15740467.49                0.00                0.00
 225                0.00                0.00                0.00         14217192.16                0.00                0.00
 226                0.00                0.00                0.00           347746.54                0.00                0.00
 227                0.00                0.00                0.00           998595.90                0.00                0.00
 228                0.00                0.00                0.00           195190.89                0.00                0.00
 229                0.00                0.00                0.00          5396365.25                0.00                0.00
 230                0.00                0.00                0.00          4342356.78                0.00                0.00
 231                0.00                0.00                0.00          2688653.29                0.00                0.00
 232                0.00                0.00                0.00          2722756.92                0.00                0.00
