Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
150,18665194,0,0,-17270288,-4156305,0,2761399,0
151,17230283,20,333,-15314367,-1214703,0,-701566,0
152,1577937,3605506,4273323,-26075023,-59259,0,16677515,0
153,0,8867354,10483478,-21837086,-1138899,0,3625153,0
154,7023777,8167022,11162153,-23413296,-2959439,0,19783,0
155,14685089,5455579,8832320,-22524342,-4549550,0,-1899096,0
156,419339,3454967,1670892,-11708014,-1034798,0,7197613,0
157,0,1400222,477357,-7093032,-313260,0,5528713,0
158,11148719,0,0,-4833625,-815072,0,-5500022,0
159,20201948,0,0,-2018403,-4680279,0,-13503266,0
160,16317429,0,0,-3360179,-5186592,0,-7770658,0
161,51095885,0,0,-5275448,-39627398,0,-6193038,0
162,6989847,0,0,-12819717,-1708162,0,7538033,0
163,3278967,1504372,1631599,-20372522,-139597,0,14097180,0
164,5193901,5311169,6250301,-19384856,-243287,0,2872772,0
165,866227,8043674,9465972,-17315041,-889878,0,-170953,0
166,794738,6736217,12705169,-20001526,-1810243,0,1575644,0
167,1046969,1735297,12336423,-15857307,-985985,0,1724603,0
168,0,1650530,2395869,-9904786,-636673,0,6495059,0
169,15772076,1263469,357169,-10281619,-2232159,0,-4878936,0
170,5996809,0,0,-4912824,-449223,0,-634763,0
171,27706885,0,0,-3264748,-6509889,0,-17932249,0
172,9753292,0,0,-2638864,-3849720,0,-3264708,0
173,71742025,0,0,-3817934,-60259951,0,-7664141,0
174,4920519,0,0,-15648824,-272181,0,11000486,0
175,5797288,1188656,1260009,-16925700,-331727,0,9011473,0
176,14136028,4175038,4910623,-21310669,-983116,0,-927905,0
177,1678262,5976783,7029810,-16354265,-1207884,0,2877294,0
178,1780889,7322039,10713697,-18690696,-2100608,0,974679,0
179,0,2846691,13075791,-17313090,-1205862,0,2596469,0
180,0,1785391,2015603,-9286739,-541545,0,6027290,0
181,1364229,1078908,393780,-6309434,-220569,0,3693086,0
182,25522480,0,0,-3949091,-3882601,0,-17690789,0
183,64441128,0,0,-2013678,-44946259,0,-17481191,0
184,33588155,0,0,-2083565,-31423681,0,-80909,0
185,10428971,0,0,-3532402,-7784284,0,887716,0
186,11863470,0,0,-8673190,-2405747,0,-784533,0
187,6441019,869,9675,-16615836,-307732,0,10472006,0
188,3469312,3274462,3645618,-23164725,-130108,0,12905441,0
189,1106884,7651955,8938745,-19294970,-160015,0,1757401,0
190,0,7677437,11862139,-19080294,-1583099,0,1123818,0
191,2919419,4422542,9290741,-16114739,-1240592,0,722630,0
192,0,3045382,1600782,-10000253,-671749,0,6025838,0
193,489010,1122374,365488,-5476622,-224018,0,3723768,0
194,19743731,0,0,-3921201,-2744324,0,-13078207,0
195,27559644,0,0,-1985335,-10044961,0,-15529347,0
196,8608706,0,0,-1923080,-4771353,0,-1914272,0
197,19840463,0,0,-3037409,-11920609,0,-4882445,0
198,1317238,528,2399,-14101401,-49366,0,12830603,0
199,841260,2307938,2741098,-16317214,-31589,0,10458507,0
200,2972570,6260253,7313007,-18046226,-124147,0,1624543,0
201,270306,6614887,8987926,-14879376,-667641,0,-326102,0
202,1390857,3288665,11896619,-17592500,-1049477,0,2065836,0
203,254192,1530560,11549943,-13351608,-734841,0,751754,0
204,277148,1164084,2047807,-8317499,-524615,0,5353075,0
205,16379621,799333,225355,-10604984,-2337806,0,-4461519,0
206,4312158,0,0,-4878729,-301645,0,868216,0
207,15218881,0,0,-1980477,-2701667,0,-10536736,0
208,28590677,0,0,-2030140,-11269968,0,-15290569,0
209,31484755,0,0,-3838328,-23480811,0,-4165615,0
210,2675321,0,0,-11398408,-108844,0,8831931,0
211,1972196,1405084,1545740,-16523850,-126440,0,11727270,0
212,5722405,5304748,6173011,-19889227,-299211,0,2988275,0
213,775659,7372664,8579396,-15977605,-971209,0,221095,0
214,0,6725589,10628807,-17003331,-1610360,0,1259295,0
215,0,2082766,11197079,-14439349,-925620,0,2085124,0
216,0,1485818,2245988,-9544504,-549810,0,6362507,0
217,2609839,1184491,334013,-6186566,-311896,0,2370120,0
218,10487240,0,0,-4943069,-923198,0,-4620973,0
219,7545058,0,0,-1972378,-1224382,0,-4348298,0
220,5740828,0,0,-2590401,-1071114,0,-2079313,0
221,21909486,0,0,-3027432,-5498213,0,-13383841,0
222,8183859,7486,72842,-11433725,-1687388,0,4856926,0
223,1156192,2427620,3374918,-16675689,-65395,0,9782352,0
224,13803202,5528002,6432806,-20568648,-2004148,0,-3191214,0
225,10785656,5726070,6663293,-19820987,-2826511,0,-527521,0
226,0,3575540,12528463,-17609103,-1503813,0,3008913,0
227,1037759,1573442,11135163,-14003033,-884944,0,1141612,0
228,202791,1268276,2523913,-9954476,-583713,0,6543208,0
229,8602192,1010977,316664,-10480043,-1417572,0,1967782,0
230,8556114,0,0,-4538450,-579828,0,-3437836,0
231,7281414,0,0,-1977895,-956940,0,-4346579,0
232,25942097,0,0,-2040955,-6200817,0,-17700325,0
233,17659970,0,0,-3626987,-8958926,0,-5074058,0
234,9075931,0,0,-12920971,-1301912,0,5146952,0
235,15729640,8672,26935,-16650347,-1085267,0,1970367,0
236,4222122,2382390,2809558,-21210740,-158301,0,11954972,0
237,2422703,6524851,7592816,-16850324,-190635,0,500590,0
238,1426371,8782470,10219954,-18424649,-2105637,0,101491,0
239,0,3966312,10219201,-15110930,-1243505,0,2168922,0
240,4380400,2724826,1524678,-13116023,-1050299,0,5536417,0
241,30436565,1309332,369217,-8488144,-6450095,0,-17176874,0
242,8512003,0,0,-3953982,-1706796,0,-2851224,0
243,29362397,0,0,-2042488,-17518227,0,-9801681,0
244,5626776,0,0,-2575103,-3469593,0,417920,0
245,11230782,0,0,-2941261,-6741248,0,-1548274,0
246,26458534,0,0,-10224138,-15751671,0,-482724,0
247,3121613,22258,35152,-15091544,-126705,0,12039226,0
248,10159962,2295442,2510433,-19493107,-641567,0,5168836,0
249,7058115,5565327,6459448,-21853262,-597227,0,3367599,0
250,2026901,6419902,7451318,-15794769,-1553349,0,1449997,0
251,953280,5501536,7898772,-13837772,-1426040,0,910225,0
252,275050,3641634,1878938,-12898432,-1017902,0,8120712,0
253,6515048,708506,200295,-8323642,-1051411,0,1951204,0
254,5373219,0,0,-3141883,-375544,0,-1855793,0
255,4368965,0,0,-969384,-346519,0,-3053062,0
256,22015796,0,0,-2417510,-5327501,0,-14270784,0
257,7643243,0,0,-4115077,-2227159,0,-1301007,0
258,26207182,0,0,-10911512,-7159388,0,-8136283,0
259,9420633,857,6788,-17575706,-1454400,0,9601828,0
260,1566152,3903469,4520709,-21725514,-66166,0,11801349,0
261,3236704,5979442,6940094,-14707366,-282089,0,-1166784,0
262,473234,5590099,8903413,-14749438,-1054775,0,837467,0
263,0,1896506,10185397,-13393594,-630596,0,1942288,0
264,0,1327303,2210779,-9195236,-439746,0,6096900,0
265,4104420,1374579,454104,-6778372,-462450,0,1307720,0
266,21749833,0,0,-3672155,-3546306,0,-14531371,0
267,42165816,0,0,-3197549,-20092395,0,-18875873,0
268,10321008,0,0,-2842559,-6688168,0,-790280,0
269,2543407,0,0,-3725365,-1340912,0,2522870,0
270,7929942,0,0,-13894747,-649694,0,6614499,0
271,4537551,545802,535440,-17833350,-283744,0,12498303,0
272,10391819,5429383,6297233,-20946243,-844008,0,-328184,0
273,1142727,6093249,8561824,-15812374,-1133784,0,1148358,0
274,8806442,2760889,10653248,-19769439,-2255593,0,-195546,0
275,2466918,1316578,8975607,-13695287,-807375,0,1743558,0
276,9038497,1558106,1445292,-10827237,-1630370,0,415711,0
277,830657,1400858,396023,-9080352,-192494,0,6645308,0
278,2605596,0,0,-2692227,-200082,0,286713,0
279,3357496,0,0,-1365594,-248428,0,-1743474,0
280,9409530,0,0,-2930199,-1102254,0,-5377078,0
281,20517177,0,0,-3350023,-4397417,0,-12769738,0
282,20019887,0,0,-13776627,-5010785,0,-1232475,0
283,1301075,920029,1273239,-18138916,-49195,0,14693768,0
284,3609679,5541319,6853913,-15124996,-257727,0,-622187,0
285,1754142,3258152,10247225,-16380363,-537889,0,1658733,0
286,1155908,1126823,12059007,-14693922,-644959,0,997143,0
287,1551351,813865,10465298,-12284652,-777516,0,231655,0
288,11477967,1031036,2175297,-11462435,-2298702,0,-923162,0
289,16264420,1415219,500770,-11348281,-2561947,0,-4270180,0
290,11988701,0,0,-4141432,-2056371,0,-5790898,0
291,25719979,0,0,-1846978,-11459074,0,-12413927,0
292,6489672,0,0,-3360153,-3579020,0,449501,0
293,43825341,0,0,-4549771,-36903668,0,-2371902,0
294,4859104,0,0,-14320476,-293865,0,9755236,0
295,2453973,1714203,1876207,-16009682,-145582,0,10110881,0
296,9461064,5129484,5921103,-20051677,-648451,0,188477,0
297,2412604,5130359,9250733,-17306870,-960452,0,1473625,0
298,3261284,1837621,10188684,-16101587,-886969,0,1700967,0
299,1597553,1104378,9468357,-12175445,-727490,0,732647,0
300,314326,1081220,2002999,-8255492,-469982,0,5326929,0
301,2661520,1018726,599607,-6662408,-329623,0,2712178,0
302,4558693,0,0,-3247108,-325198,0,-986387,0
303,41828780,0,0,-1333676,-12221445,0,-28273659,0
304,42330988,0,0,-1676043,-34627307,0,-6027637,0
