Source,Year,FA_Tim,FA_Mag,FA_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_BFL_Dur,Wet_Tim,Peak_2,Peak_5,Peak_10,Peak_Dur_2,Peak_Dur_5,Peak_Dur_10,Peak_Fre_2,Peak_Fre_5,Peak_Fre_10,SP_Tim,SP_Mag,SP_ROC,SP_Dur,DS_Mag_50,DS_Mag_90,DS_Dur_WS,DS_Tim,DS_7d_Low_Mag,DS_7d_Low_Tim,DS_No_Flow_Tim,DS_No_Flow_Dur,Overall_Int_Class,Int_Class,WYT,Avg,Std,CV
fj_alf_curtail_07.15_update_2025-09-30,2003,55,74.11838173,8,747.4152782258778,1075.114974,169,73,2100.163845,3728.922504338952,6061.982531,8,,,5,,,242,1503.776988,0.03811477,71,91.98998603,412.37451219583426,153,313,63.963725206339625,367,,,Perennial,Perennial,wet,661.2987569426376,617.6173187010911,0.9339459846507234
fj_alf_curtail_07.15_update_2025-09-30,2004,67,533.4977307,10,596.2069122740274,910.7852837755449,96,100,2100.163845,3728.922504338952,6061.982531,1,,,1,,,196,1024.923104,0.044092545417777115,98,32.88777338,71.66445954147645,139,294,28.831420160732485,303,,,Perennial,Perennial,moderate,422.97999796014795,414.6467125207823,0.9802986300072023
fj_alf_curtail_07.15_update_2025-09-30,2005,42,72.16626951,3,341.9979801860917,687.2898958583839,164,67,2100.163845,3728.922504338952,6061.982531,,,,,,,231,1480.737642,0.038787968,78,52.58043651,589.0902017144641,135,309,41.349018403218444,362,,,Perennial,Perennial,dry,419.3171825871157,359.3969783953717,0.8571005275241846
fj_alf_curtail_07.15_update_2025-09-30,2006,36,105.8612765,35,1756.159670890682,2385.250689,47,78,2100.163845,3728.922504338952,6061.982531,40,6,2,4,1,1,125,3388.764154,0.04072204,35,192.8145409,1346.6110252496062,277,160,52.74877326,363,,,Perennial,Perennial,wet,907.2878495937991,1083.1258162975867,1.1938061517990257
fj_alf_curtail_07.15_update_2025-09-30,2007,47,386.0577707,1,393.9466299531482,637.2035413,105,71,2100.163845,3728.922504338952,6061.982531,3,1,,1,1,,176,983.299088,0.055654754882731874,93,23.5753166,101.47485318148983,159,269,13.132840638923799,301,,,Perennial,Perennial,moderate,363.10362576945647,459.8028707604746,1.2663130801464784
fj_alf_curtail_07.15_update_2025-09-30,2008,18,257.453808,17,241.2228454,510.4230293,179,62,2100.163845,3728.922504338952,6061.982531,,,,,,,241,1169.319381,0.041214684,63,89.03186564,234.6420496585455,206,304,32.38700784035681,363,,,Perennial,Perennial,dry,368.7772624873328,364.7921075731827,0.9891935991734659
fj_alf_curtail_07.15_update_2025-09-30,2009,45,175.1407191,44,403.8560399,559.3007557,92,144,2100.163845,3728.922504338952,6061.982531,,,,,,,236,807.8064075,0.050806469,54,32.18171956,65.16030967,151,290,24.647231295970382,359,,,Perennial,Perennial,dry,256.4483485518482,251.42249308883075,0.9804020751492524
fj_alf_curtail_07.15_update_2025-09-30,2010,60,66.71319857,5,238.2595860253072,532.4826792,173,75,2100.163845,3728.922504338952,6061.982531,,,,,,,248,2064.242412,0.038170351,78,77.12142204543605,308.5552928177029,104,326,52.45691283854622,359,,,Perennial,Perennial,moderate,403.8060650182843,387.49032609735406,0.9595951117767598
fj_alf_curtail_07.15_update_2025-09-30,2011,39,392.5189446,9,520.0815907,960.1387568,201,64,2100.163845,3728.922504338952,6061.982531,,,,,,,265,1391.305169,0.038903572239261316,68,86.04247297,122.7532748,121,333,64.17336107943403,363,,,Perennial,Perennial,moderate,649.4245524411093,453.38723729847754,0.69813689
fj_alf_curtail_07.15_update_2025-09-30,2012,,,,202.8078599,502.8065059,141,88,2100.163845,3728.922504338952,6061.982531,1,,,1,,,229,1286.716042,0.040035313,81,54.95934732011895,521.6128779556016,172,310,33.44558465418572,363,,,Perennial,Perennial,moderate,361.6965877396724,417.07822396704717,1.1531162806192552
fj_alf_curtail_07.15_update_2025-09-30,2013,52,147.641695,50,370.3363948,465.992192,105,116,2100.163845,3728.922504338952,6061.982531,1,,,1,,,221,652.0879785,0.055053846,48,40.25696071027175,62.61747709,192,269,22.285962231571656,299,,,Perennial,Perennial,moderate,288.95427951092813,304.0064915641848,1.0520920198127308
fj_alf_curtail_07.15_update_2025-09-30,2014,,,,70.43309351687002,321.6313685,85,95,2100.163845,3728.922504338952,6061.982531,,,,,,,180,587.7360314,0.040166315,66,10.679341407304001,637.2144545493882,244,246,8.072667378,271,,,Perennial,Perennial,dry,134.7806721,223.31075098168134,1.6568455070377504
fj_alf_curtail_07.15_update_2025-09-30,2015,54,208.1202077,53,686.8775235517195,895.5034544,6,124,2100.163845,3728.922504338952,6061.982531,5,2,1,1,1,1,130,6150.365986,0.031589399,78,32.89064718962075,284.24880525563344,278,208,9.540244029358727,299,,,Perennial,Perennial,moderate,331.8004671463947,561.2846670872725,1.6916331429986398
