"Date","alf_curtail_07.15_update_2025-09-30","alf_curtail_07.31_update_2025-09-30","alf_curtail_08.15_update_2025-09-30","basecase_0_curtail_update_2025-09-30","basecase_0_mar_0_curt_update_2025-09-30","basecase_0_mar_update_2025-09-30","basecase_update_2025-09-30","curtail_all_07.15","curtail_all_07.31","curtail_all_08.15","eflows25_div_lims_update_2025-09-30","grain_12k","grain_12k_update_2025-09-30","grain_14k","grain_14k_update_2025-09-30","grain_6k","grain_6k_update_2025-09-30","irr_eff_0.1","irr_eff_0.1_update_2025-09-30","irr_eff_0.2_update_2025-09-30","irr_eff_minus_0.1_update_2025-09-30","maxMAR_fields2024_update_2025-09-30","natveg_high_12k_update_2025-09-30","natveg_high_4k_update_2025-09-30","natveg_high_8k_update_2025-09-30","natveg_high_all_update_2025-09-30","natveg_low_12k_update_2025-09-30","natveg_low_4k_update_2025-09-30","natveg_low_8k_update_2025-09-30","natveg_low_all_update_2025-09-30","reservoir_etna_update_2025-09-30","reservoir_french_update_2025-09-30","reservoir_shackleford_update_2025-09-30"
1990-10-18,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,117.192923328002,113.596852065866,118.911002302683,117.192923328002,119.695441600162,117.192923328002,117.604956384974,117.192923328002,117.563915346901,121.401691796415,118.122500183588,116.311246076558,117.192923328002,117.848737943963,116.613824103298,117.154722995184,116.829149561592,119.883112077518,117.720256319544,118.670923878889,121.919697465092,116.936777548302,117.192158994358,117.193704011029
1990-10-19,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,116.136704153558,112.827053640649,117.940474330629,116.136704153558,118.763449123274,116.136704153558,116.493132959763,116.136704153558,116.528590683624,120.701909602867,117.268964307219,115.438037805384,116.136704153558,117.029225133118,116.379684592792,115.718478767866,116.047011439737,118.525361236831,117.507268822983,118.015938994104,121.277563195156,116.021682158496,116.135911208494,116.137341779486
1990-10-20,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,115.222070633816,111.866588713684,117.023057328472,115.222070633816,117.925555518861,115.222070633816,115.754279828765,115.222070633816,115.806789958844,119.868769581492,115.725656146898,114.033879241733,115.222070633816,115.516780520102,114.227607165401,115.543131637765,115.211214643663,118.349515450556,115.993136136197,117.105993659868,120.450374349105,115.188860950084,115.221367610357,115.222683735669
1990-10-21,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,113.603457216501,110.670161320036,115.120549141567,113.603457216501,116.38672300207,113.603457216501,114.152015794211,113.603457216501,114.816744911121,118.920697486659,114.542909099274,113.147844879783,113.603457216501,115.093396904149,114.003583835478,113.871803723087,114.245448429338,117.25972690596,114.97081331956,115.569764782281,119.426265362401,114.116378227139,113.602893162796,113.604082580392
1990-10-22,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,112.707090044647,109.215740666435,114.660546995578,112.707090044647,115.501489759875,112.707090044647,113.26064335879,112.707090044647,113.239683450091,117.505249674212,114.728078121068,112.166052183008,112.707090044647,114.305176811906,112.296095173481,112.950258501782,113.231521020748,116.305102795986,113.084425624057,114.677072134202,118.140844191045,112.592235630758,112.706399283226,112.707572351439
1990-10-23,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,112.437079988366,108.983428199452,115.540679230351,112.437079988366,115.226170241543,112.437079988366,112.297599316695,112.437079988366,111.999468322066,117.284173320532,113.482586229757,110.765572230477,112.437079988366,113.172074665033,111.291102702569,112.207935214293,112.329505137151,115.259674214163,112.795143732847,114.420873219007,117.92658961732,112.330633244561,112.436479148549,112.437554120466
1990-10-24,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,110.663592955512,107.757171356958,113.482778335004,110.663592955512,114.012383890749,110.663592955512,111.987369778824,110.663592955512,112.115867752626,115.680809789987,112.088008404403,110.163751451082,110.663592955512,111.962298000361,110.313949143152,111.623698196056,110.767145858568,114.227811532686,112.178109852793,113.210802265446,116.32493868462,110.615721962791,110.662853145942,110.663952641933
1990-10-25,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,109.608064542489,106.259903058489,112.177239248161,109.608064542489,112.939733586631,109.608064542489,110.757540596197,109.608064542489,110.518672026727,114.713809197264,111.021186655239,109.329957454396,109.608064542489,110.719401573563,109.973714400571,110.374262016154,109.78758485254,113.223677404369,110.625952589053,111.563830843734,115.574350784145,109.573040077272,109.607451440636,109.608485539095
1990-10-26,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,108.621289371318,105.658397004711,110.723448045796,108.621289371318,111.723429430892,108.621289371318,109.314605383984,108.621289371318,109.885211104345,114.459359666024,110.458232446009,107.598071425975,108.621289371318,110.164004866515,108.734071500942,108.966874449408,109.544387783985,111.627826415203,109.555452228768,110.799995855879,115.031665722193,108.588079687587,108.620610871934,108.62168584385
1990-10-27,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,107.830387980303,103.865973299276,109.973546819398,107.830387980303,110.358971255928,107.830387980303,108.575204548663,107.830387980303,108.355305350541,112.753174867302,108.939158158284,106.253522711867,107.830387980303,108.46980007801,107.402328440881,107.883229185383,107.785823650245,111.284411717675,108.536374764608,110.21649047252,113.373351916191,107.805005563568,107.829823926598,107.830719055304
1990-10-28,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,106.775562590739,103.533954121531,108.608822966964,106.775562590739,109.627606142233,106.775562590739,107.04307936615,106.775562590739,107.724116992363,112.413590012685,107.892348053618,105.861460425936,106.775562590739,107.498573169843,106.161541084459,107.307081024267,107.262962214889,110.023976490521,107.934104377187,108.480222809519,113.032262918361,106.754234820929,106.775059847219,106.775914102468
1990-10-29,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,106.10237266825,101.699765917835,107.897060763198,106.10237266825,108.82409937711,106.10237266825,106.333487542946,106.10237266825,106.341985134635,111.073823493034,107.060969678235,104.882426687502,106.10237266825,106.856863983859,105.588715935388,105.891919326018,106.010419652262,108.895166056622,106.506929969955,108.120842939726,111.704807483928,106.07917698146,106.101735042323,106.102621996338
1990-10-30,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,104.637435274189,101.369263145342,106.834158778551,104.637435274189,107.675616548406,104.637435274189,105.551010171398,104.637435274189,105.179732038301,110.342392981809,106.25297909489,103.617540340892,104.637435274189,105.633398798471,105.101635124202,105.066279583984,105.217985506614,108.131380116915,105.592590739102,106.564320390789,110.979250488459,104.622708567668,104.636887569866,104.63776634919
1990-10-31,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,103.884145638213,100.223351257076,105.73507152251,103.884145638213,106.129001725421,103.884145638213,104.376139438919,103.884145638213,104.615547538019,109.284984389769,105.061178576563,103.893640542251,103.884145638213,104.434420901112,103.523261625206,103.459245617009,104.350401423109,107.030813241734,104.507854153779,105.981624301876,109.914701303499,103.869987072743,103.883589759199,103.884386791609
1990-11-01,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,103.611805794889,100.195091348975,105.420002567342,103.611805794889,106.430852204627,103.611805794889,104.149749535841,103.611805794889,104.27902819267,108.46633809621,104.82498721852,103.037999682852,103.611805794889,104.832969804653,103.237564336166,103.93539686582,104.206342924265,106.525731760129,104.398305114595,105.452856651998,108.983248356242,103.606177519873,103.611327575443,103.612055122976
1990-11-02,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,103.369127819236,100.188645604822,105.065981207748,103.369127819236,105.885935451928,103.369127819236,103.864473243407,103.369127819236,103.948742049498,108.00887827924,104.469261435774,102.695059117424,103.369127819236,104.287897732817,102.997408252805,103.509789733812,103.966370771459,105.94539406968,104.029577485209,104.949262964225,108.666376881625,103.350939130916,103.368608726334,103.369360797941
1990-11-03,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,103.03905421804,100.119099417907,104.623301232793,103.03905421804,105.384418135765,103.03905421804,103.519317336615,103.03905421804,103.576487040781,107.281253086852,104.054228267066,102.376045873665,103.03905421804,103.781034168492,102.666574405311,103.091204661699,103.595333791758,105.344321274546,103.604845045179,104.432871797096,107.862767932859,103.027609650108,103.038567823903,103.039295371436
1990-11-04,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,102.651042491689,99.9444348745361,104.018631573451,102.651042491689,104.686810410124,102.651042491689,103.134211713049,102.651042491689,103.172555102967,106.549834837663,103.583754341418,102.019592543386,102.651042491689,103.136639596389,102.275746497778,102.646080454021,103.112344413608,104.738004414891,103.161735898926,103.923408680911,107.106261555826,102.641845963886,102.650556097551,102.65125912101
1990-11-05,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,102.241854227317,99.665428570391,103.825811040526,102.241854227317,104.465848502123,102.241854227317,102.698112364655,102.241854227317,102.698386216816,105.815579970566,103.094053541645,101.657065417412,102.241854227317,102.802969130986,101.867625030632,102.184978812041,102.43492408833,104.106321487885,102.684603687149,103.3632829149,106.325656188604,102.233994261555,102.241376007871,102.242025895836
