Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
1991,NA,282,NA,NA,NA,NA,NA,NA,0.045620530477906214,0.1547690925036547,45,376.500150474458,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,NA,NA,142.39463942260147,dry year
1992,260,264,26.175282095519,542.975018255929,52,122.909881482568,68,88.58155499855775,0.04751330158104487,0.13956826933676322,51,531.709149077495,213,80,290.243463807397,367.785622912451,133,NA,NA,NA,NA,NA,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,NA,NA,148.15471117843572,dry year
1993,495,311,64.2269356711124,68.64659401027738,40,164.440444599767,72,137.2388238704704,0.05366756476674112,0.2417375642336027,67,2387.34586277572,244,85,867.8570160135396,1114.426860048285,159,NA,205.5,NA,NA,5,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,2,NA,486.12635654513736,mod year
1994,NA,259,NA,NA,69,185.918322180652,73,124.2092241533451,0.05978873853283415,0.21569692951071817,37,354.43341308736,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,NA,NA,130.5689051713041,dry year
1995,136,318,77.4532470742602,562.7916636659901,NA,NA,NA,0,0.0453711184030446,0.13658515974200341,128,1645.22563462025,190,114,22.07520162604656,987.713012639751,76,NA,103.5,124,NA,17,2,6064.545214574393,2100.64186049265,3727.5631349093783,NA,6,1,672.456383241915,wet year
1996,277,291,580.6848695918685,1597.4074258812104,6,376.904237731409,67,298.7925907950394,0.05937585060134072,0.1709222961857877,83,1915.44136613677,208,119,932.8503003901076,1223.39672234739,89,NA,92,NA,NA,12,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,3,NA,654.7849471372529,wet year
1997,304,162,166.658708415915,636.0247508393998,49,1648.11228164035,50,1030.2177700780835,0.02620065987040473,0.07940171783917625,38,1761.74429305384,124,-79,481.9038363578058,735.6958403835711,203,92,80,81,4,15,7,6064.545214574393,2100.64186049265,3727.5631349093783,1,2,2,698.6289260543433,wet year
1998,197,318,376.098470664119,1347.0211086426832,5,273.440385675807,58,103.55944076558154,0.03785145673783956,0.15549230780963194,98,1815.99685860092,220,119,896.0625910279426,1275.46729927132,101,NA,141,174,NA,10,3,6064.545214574393,2100.64186049265,3727.5631349093783,NA,2,1,741.1900962047463,wet year
1999,197,303,77.7968927068198,746.2021826365059,53,1525.99530843553,55,1024.149696666709,0.062016998436153804,0.26305428901543476,63,1586.66079674985,240,90,764.824207259714,1030.41363568355,150,NA,152,NA,NA,1,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,1,NA,640.9878714487402,wet year
2000,213,306,65.42813504085385,140.79204135671938,60,277.069233363031,62,194.7313915598992,0.04510650140322396,0.20153412956662178,109,1535.70496161596,197,62,869.5498515412389,965.789103460444,135,NA,NA,NA,NA,NA,NA,6064.545214574393,2100.64186049265,3727.5631349093783,NA,NA,NA,458.51728519645707,mod year
