Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
2006,276,160,216.583032380061,1355.155989275664,35,133.210413617974,36,79.81188873445831,0.040153988180247686,0.11879422644296635,35,3424.10150577879,125,47,1792.253610544813,2474.647888103,78,92,92,86.5,2,41,7,6117.534708556348,2135.91340575722,3791.5796335876357,1,4,2,931.0029471023829,wet year
2007,155,272,17.62302277050715,115.583710805775,1,402.63599581508703,47,181.21366058374554,0.05040276254656343,0.19205969191601102,96,996.634870811882,176,105,410.7417827214455,676.6013233852065,71,NA,74,75,NA,3,1,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,1,376.98985424735537,mod year
2008,199,310,130.77132277623252,264.4232371699313,17,289.590563468913,18,271.6479525694757,0.03733805040993259,0.21037006227508212,69,1171.3663240316,241,179,267.1474947632422,560.5110800901066,62,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,386.8820112374374,mod year
2009,149,296,37.349444724909446,85.94826210104719,44,199.215544944176,45,67.68198941959801,0.048452855916774576,0.11375297018353152,60,819.557035925366,236,92,438.3186136103924,586.714971561782,144,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,271.51486330265647,dry year
2010,100,329,106.887564037337,345.070150192128,4,86.4464049046085,59,48.3429487184746,0.042953687325291076,0.19723923067276639,81,2085.45164897034,248,168,360.71267638066,584.48462963912,80,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,428.0764083100768,mod year
2011,115,337,92.33661951195505,135.57079853111,24,169.012524964527,25,58.76626839701949,0.044688702861138116,0.12494074497790031,72,1402.35481799822,265,201,549.2472668465554,985.966285459129,64,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,673.1137016102718,wet year
2012,171,310,47.5613762852625,579.8001186564652,NA,NA,NA,8.767027473721498,0.03975123588086991,0.13290352436139008,81,1366.79613669893,229,142,221.65995961278242,514.117172354279,87,NA,183,NA,NA,1,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,384.4335169666774,mod year
2013,172,269,48.1749154847513,65.99990524600204,51,169.535831920563,52,119.84362423080695,0.05379642897702915,0.19354517621378448,48,673.268236032111,221,105,387.683398047114,510.68253489751453,116,NA,66,NA,NA,1,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,307.1676600208958,dry year
2014,239,250,10.6850704353904,686.2525643083734,NA,NA,NA,0,0.04231595006549864,0.17868277844275554,70,642.965022947562,180,104,73.74548091645343,122.808977179519,76,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,154.96661964079823,dry year
2015,313,208,44.8355765364226,1048.586080892283,53,245.504734883426,54,234.7449113914458,0.030571700556813283,0.3624030977209943,78,6224.51411525134,130,6,534.0388625485732,910.60920092322,124,130,130,130,1,5,2,6117.534708556348,2135.91340575722,3791.5796335876357,1,1,1,350.5756761366806,mod year
2016,130,304,59.1022584311017,555.223648832065,50,305.824989631382,71,260.2942720824425,0.038748713845488274,0.13942726203591127,109,1922.68230339389,195,39,1296.664041040952,1724.89074063996,156,NA,110,NA,NA,10,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,5,NA,562.3860269766953,wet year
2017,158,309,72.5685052009438,277.587127038436,17,275.584124917989,18,202.10148076613103,0.04827782021568799,0.1997005471700255,92,2203.31230561433,217,148,821.3894093475758,1470.25985387212,69,133,89.5,132,1,31,3,6117.534708556348,2135.91340575722,3791.5796335876357,1,6,1,977.9429553433326,wet year
2018,172,269,15.1154674578867,81.68730313298795,39,134.80338302843,41,61.9996265589526,0.05835951951078408,0.20337961356649073,60,674.961296363822,209,107,266.92228078951916,367.300649127969,102,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,233.7905177820129,dry year
2019,170,310,62.3341431049131,193.681238006459,NA,NA,NA,0,0.041753241620229274,0.17078746385339322,89,1486.59051658886,221,145,235.790479351756,791.1172641776175,76,NA,191,NA,NA,2,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,496.20896810376007,mod year
2020,168,273,17.2077621410112,59.89219684347213,3,218.212068528884,75,155.08669091428214,0.057303093246028225,0.23586529827042263,42,391.64611647968,231,116,197.90042675397382,254.197239826855,115,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,153.1195647067657,dry year
2021,206,257,14.8122293248184,227.4087197692242,NA,NA,NA,0,0.07070211493049605,0.14298631307512588,39,350.888409122275,218,142,110.691292897253,282.192467770013,76,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,136.75190325635978,dry year
2022,138,303,44.7475780273898,68.41468864292558,36,199.029938576393,37,183.89834674412654,0.034669030116373414,0.12433812637485377,72,338.817557646925,231,133,256.40610315665026,295.0002431491965,98,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,185.83628577863402,dry year
2023,134,309,55.5893973525225,128.49069096966954,NA,NA,NA,0,0.04728172463461338,0.16856007187732516,67,1637.07399586994,242,166,370.1436428873708,691.444621442084,76,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,462.00800105837095,mod year
2024,185,304,52.1429862964986,1221.823298624025,NA,NA,NA,22.39655144184249,0.046565491135972234,0.11060010102452907,74,1697.68688004522,230,152,417.489230209337,902.863599093756,78,NA,120,NA,NA,1,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,514.7563986173512,mod year
2025,NA,309,49.5154708621205,56.71202771973794,46,134.815387562721,49,73.80799073776336,0.03336374788136252,0.13478506574100585,110,1856.30544432656,199,75,1127.09840828297,1368.8790480625548,124,NA,90,NA,NA,14,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,3,NA,729.0464412907876,wet year
