Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
1991,NA,286,NA,NA,NA,NA,NA,NA,0.04371823073099298,0.15590799835437455,49,380.177433208109,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,148.00814579056433,dry year
1992,257,267,51.9818631293988,576.5316604134201,67,146.344383707294,68,73.19941561961541,0.044057556249343696,0.153291768489942,54,576.265631431841,213,21,505.9080123880751,647.2559184529246,192,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,160.21626916319946,dry year
1993,168,311,73.6676619418615,208.299528500571,40,209.06939150585,72,155.57234319814972,0.03983803238977474,0.2421427373501539,68,2431.59137986997,243,84,920.5373636042295,1149.94262421783,159,NA,205.5,NA,NA,5,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,2,NA,515.2469513614462,wet year
1994,181,260,9.469439669854015,37.7012526641916,12,221.951707808382,73,147.90282730870558,0.06185899668996634,0.2094600191756511,38,365.645206682315,222,108,218.01441675335298,278.104251475381,114,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,144.17061414058207,dry year
1995,116,338,71.5388782975586,676.0361211358476,NA,NA,NA,0,0.04115066632272939,0.1321227288628364,167,2762.88852799822,171,95,66.89301316840289,897.0213924052115,76,NA,103.5,124,NA,18,2,6117.534708556348,2135.91340575722,3791.5796335876357,NA,6,1,698.4165262195493,wet year
1996,261,305,653.788641322338,1683.9783640343012,3,2142.71699702551,74,2068.1359093745573,0.045174948253655124,0.16804278008365925,97,1937.02091644169,208,119,987.7752710893006,1264.085145108005,89,NA,83,NA,NA,13,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,4,NA,680.2394631346796,wet year
1997,305,161,185.3156859757915,656.988685573224,49,1819.86348762366,50,1162.8748020504358,0.026432447286066866,0.0797042234590574,37,1810.92895867989,124,-77,495.7936547615027,743.397033202113,201,92,66,81,4,16,7,6117.534708556348,2135.91340575722,3791.5796335876357,1,3,2,728.3456071107638,wet year
1998,174,341,563.629111749723,1424.292493357814,5,296.587866311489,58,107.45051824656599,0.035463968673715776,0.19883324029309626,121,1839.40549610212,220,119,914.220881758546,1284.10533215874,101,NA,141,174,NA,9,2,6117.534708556348,2135.91340575722,3791.5796335876357,NA,2,1,757.0356795323087,wet year
1999,139,327,81.40759053550755,270.28293974170174,54,1621.65828548591,55,1056.4984219018252,0.03966779088612352,0.18344245424863012,87,1588.16473559649,240,90,778.729030309439,1047.63444054466,150,NA,115,NA,NA,1,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,666.9397130093611,wet year
2000,198,318,81.076523709309,153.750535564549,7,321.397621391146,62,229.9003812337622,0.038114795081610676,0.16199057569433742,121,1579.99372282761,197,96,750.4017464024246,964.058194307643,101,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,482.73774334391436,mod year
2001,301,254,13.687790920237049,718.8452509456806,NA,NA,NA,0,0.08041726113028007,0.15321067462979657,26,286.923366038904,228,77,181.1375354052077,236.6129554882265,151,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,115.51002131684757,dry year
2002,149,292,27.39095925242905,111.92037736549511,67,170.807352029228,68,156.28561485867812,0.045667693337852575,0.16103632269471396,95,1335.13617008604,197,7,813.95301521956,915.643829850334,190,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,325.0101709408465,dry year
2003,150,319,89.0947269722216,464.070689889496,NA,NA,NA,0,0.03701490369794633,0.1831559301313295,142,2195.25492105563,177,101,770.2891151549597,1200.07739334952,76,NA,89,NA,NA,10,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,5,NA,685.2846086944517,wet year
2004,136,296,35.3506002524991,90.5186731938273,9,570.883251133421,67,481.0823493589924,0.042099987888809386,0.14333473958667362,100,1053.38958677001,196,92,643.9839982280799,991.526301801236,104,NA,141,NA,NA,2,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,1,NA,445.99425792078557,mod year
2005,124,319,52.7117506676263,708.182530933992,22,95.5914117146861,23,57.810944942198205,0.0401068811730743,0.16491623380005138,88,1494.75580707378,231,164,371.98146801126165,721.954449851261,67,NA,NA,NA,NA,NA,NA,6117.534708556348,2135.91340575722,3791.5796335876357,NA,NA,NA,443.1493870379593,mod year
