Year,DS_Dur_WS,DS_Tim,DS_Mag_50,DS_Mag_90,FA_Dur,FA_Mag,FA_Tim,FA_Dif_num,SP_ROC,SP_ROC_Max,SP_Dur,SP_Mag,SP_Tim,Wet_BFL_Dur,Wet_BFL_Mag_10,Wet_BFL_Mag_50,Wet_Tim,Peak_Tim_10,Peak_Tim_2,Peak_Tim_5,Peak_Dur_10,Peak_Dur_2,Peak_Dur_5,Peak_10,Peak_2,Peak_5,Peak_Fre_10,Peak_Fre_2,Peak_Fre_5,Mean_Ann_Flow,WY_Cat
1991,NA,282,NA,NA,NA,NA,NA,NA,0.045620530477906214,0.1547690925036547,45,376.500150474458,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,NA,NA,145.47981010730476,dry year
1992,260,264,42.4679672397802,541.604367752244,49,133.600424056369,68,87.81887836447136,0.049815012514669396,0.13950698313972884,51,532.260327643792,213,80,291.730570964481,367.778138982493,133,NA,NA,NA,NA,NA,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,NA,NA,150.71578691359846,dry year
1993,493,313,83.2238884271186,88.1840115820574,71,217.569537786416,72,174.55022848651168,0.05358227678381132,0.24161928110581513,69,2388.02354469112,244,85,868.7338538476874,1115.4326945124099,159,NA,205.5,NA,NA,5,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,2,NA,494.13663580645925,wet year
1994,NA,258,NA,NA,53,206.726872380726,73,123.2004181889052,0.05667768968308812,0.2192029807086786,36,355.525453759432,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,NA,NA,134.81699105531095,dry year
1995,143,311,105.3787796423855,531.5406605134622,NA,NA,NA,0,0.04645170962680588,0.1364805969552743,121,1646.82836461221,190,114,44.04340275469432,995.972516442818,76,NA,103.5,124,NA,18,2,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,6,1,682.7408472924102,wet year
1996,163,291,60.085524615998,1529.249514104157,13,389.066923689722,67,282.947625322969,0.06013055698814907,0.1706382676363382,83,1916.0078722494,208,119,924.1503810015967,1224.128295915715,89,NA,92,NA,NA,12,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,3,NA,660.4181580410889,wet year
1997,304,162,166.473641577763,639.9321306986687,36,1843.79489663861,50,1783.6075909839124,0.026150471716958966,0.07962106988073178,38,1766.46885593692,124,35,1140.44747493922,1533.8799822021,89,92,80,81,4,15,7,6065.2658136195405,2100.58872499868,3720.9234870767077,1,2,2,701.7721745114475,wet year
1998,143,330,170.42880250814898,871.724098731652,5,273.721288508352,58,104.10823232199502,0.0343737747866094,0.12851939741898324,110,1815.95312400204,220,119,896.1100655481316,1275.4993440615299,101,NA,141,174,NA,10,3,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,2,1,749.6663124760735,wet year
1999,163,303,94.7070511207964,232.46756254094095,45,1480.34227297947,55,1302.254806484684,0.06261618886514474,0.26301235117752864,63,1586.40881188806,240,132,795.5084672335578,1057.68183109945,108,NA,152,NA,NA,1,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,1,NA,645.2917178242625,wet year
2000,205,314,80.19135790831831,137.6063048594215,2,185.089751811758,52,90.20023953568719,0.04538108394861385,0.2007837124468195,117,1535.89829306709,197,96,698.7682375278205,939.941342418738,101,NA,NA,NA,NA,NA,NA,6065.2658136195405,2100.58872499868,3720.9234870767077,NA,NA,NA,464.05919436375416,mod year
